estimate_id,work_id,prepared_date,technical_sanction_date,estimated_amount,contingency_pct,schedule_of_rates_year,technical_authority,synthetic_demo_data
EST-DEMO-000196,MPLAD-WRK-000196,2024-05-01,2024-05-31,1483030.17,4.0,2023,Superintending Engineer (Kozhikode Demo),True
EST-DEMO-000197,MPLAD-WRK-000197,2022-05-15,2022-06-09,563792.29,3.5,2023,Superintending Engineer (Kota Demo),True
EST-DEMO-000198,MPLAD-WRK-000198,2023-06-05,2023-07-24,3322138.28,2.8,2023,Superintending Engineer (Salem Demo),True
EST-DEMO-000199,MPLAD-WRK-000199,2023-04-14,2023-05-10,941692.03,2.9,2023,Superintending Engineer (Indore Demo),True
EST-DEMO-000200,MPLAD-WRK-000200,2024-10-18,2024-12-13,713011.77,4.3,2023,Superintending Engineer (Mysuru Demo),True
EST-DEMO-000201,MPLAD-WRK-000201,2024-07-29,2024-08-22,1635549.64,4.1,2023,Superintending Engineer (Kamrup Metropolitan Demo),True
EST-DEMO-000202,MPLAD-WRK-000202,2022-09-04,2022-09-19,1887385.69,4.2,2023,Superintending Engineer (Prayagraj Demo),True
EST-DEMO-000203,MPLAD-WRK-000203,2022-12-30,2023-01-21,2718125.96,2.4,2023,Superintending Engineer (Cuttack Demo),True
EST-DEMO-000204,MPLAD-WRK-000204,2024-08-17,2024-09-24,1196160.23,2.0,2023,Superintending Engineer (Aurangabad Demo),True
EST-DEMO-000205,MPLAD-WRK-000205,2023-09-11,2023-11-01,700506.91,2.6,2023,Superintending Engineer (Muzaffarpur Demo),True
EST-DEMO-000206,MPLAD-WRK-000206,2023-05-19,2023-07-13,831809.88,2.9,2023,Superintending Engineer (Ernakulam Demo),True
EST-DEMO-000207,MPLAD-WRK-000207,2024-02-29,2024-04-12,4249960.87,2.2,2023,Superintending Engineer (Chennai Demo),True
EST-DEMO-000208,MPLAD-WRK-000208,2022-12-21,2023-02-02,1467417.08,2.1,2023,Superintending Engineer (Tiruchirappalli Demo),True
EST-DEMO-000209,MPLAD-WRK-000209,2024-12-21,2025-01-18,1360354.49,4.3,2023,Superintending Engineer (Chennai Demo),True
EST-DEMO-000210,MPLAD-WRK-000210,2024-08-25,2024-09-30,2050667.64,3.2,2023,Superintending Engineer (Dibrugarh Demo),True
EST-DEMO-000211,MPLAD-WRK-000211,2024-04-15,2024-05-01,2145158.86,3.2,2023,Superintending Engineer (Kamrup Metropolitan Demo),True
EST-DEMO-000212,MPLAD-WRK-000212,2023-02-28,2023-04-18,1621839.43,3.9,2023,Superintending Engineer (Vadodara Demo),True
EST-DEMO-000213,MPLAD-WRK-000213,2022-06-06,2022-08-02,601644.6,3.1,2023,Superintending Engineer (Chennai Demo),True
EST-DEMO-000214,MPLAD-WRK-000214,2024-06-14,2024-07-02,1643348.79,2.4,2023,Superintending Engineer (Thiruvananthapuram Demo),True
EST-DEMO-000215,MPLAD-WRK-000215,2023-08-16,2023-09-24,999132.45,2.3,2023,Superintending Engineer (Ludhiana Demo),True
EST-DEMO-000216,MPLAD-WRK-000216,2023-04-01,2023-05-28,1386878.14,4.8,2023,Superintending Engineer (Ajmer Demo),True
EST-DEMO-000217,MPLAD-WRK-000217,2025-01-10,2025-02-21,1012197.26,3.8,2023,Superintending Engineer (Kamrup Metropolitan Demo),True
EST-DEMO-000218,MPLAD-WRK-000218,2024-01-04,2024-01-26,425552.27,3.8,2023,Superintending Engineer (Jaipur Demo),True
EST-DEMO-000219,MPLAD-WRK-000219,2024-07-29,2024-09-01,479174.77,4.1,2023,Superintending Engineer (Nagpur Demo),True
EST-DEMO-000220,MPLAD-WRK-000220,2024-01-14,2024-02-07,857604.51,2.7,2023,Superintending Engineer (Patna Demo),True
EST-DEMO-000221,MPLAD-WRK-000221,2024-10-13,2024-12-06,2360995.75,2.3,2023,Superintending Engineer (Thiruvananthapuram Demo),True
EST-DEMO-000222,MPLAD-WRK-000222,2023-03-28,2023-05-20,425023.49,3.7,2023,Superintending Engineer (Coimbatore Demo),True
EST-DEMO-000223,MPLAD-WRK-000223,2024-12-02,2025-01-05,3888314.78,4.9,2023,Superintending Engineer (Visakhapatnam Demo),True
EST-DEMO-000224,MPLAD-WRK-000224,2024-03-19,2024-05-07,2018936.8,4.6,2023,Superintending Engineer (Salem Demo),True
EST-DEMO-000225,MPLAD-WRK-000225,2024-10-18,,620408.12,3.4,2023,Superintending Engineer (Indore Demo),True
EST-DEMO-000226,MPLAD-WRK-000226,2023-11-25,2023-12-10,885906.66,4.5,2023,Superintending Engineer (Salem Demo),True
EST-DEMO-000227,MPLAD-WRK-000227,2023-11-30,2024-01-20,1388360.73,3.1,2023,Superintending Engineer (Vadodara Demo),True
EST-DEMO-000228,MPLAD-WRK-000228,2023-11-17,2024-01-07,1743951.36,4.9,2023,Superintending Engineer (Aurangabad Demo),True
EST-DEMO-000229,MPLAD-WRK-000229,2023-09-16,2023-11-09,1052283.22,2.6,2023,Superintending Engineer (Purba Medinipur Demo),True
EST-DEMO-000230,MPLAD-WRK-000230,2023-02-19,2023-03-28,514870.87,4.2,2023,Superintending Engineer (Rajkot Demo),True
EST-DEMO-000231,MPLAD-WRK-000231,2024-01-23,2024-02-21,611473.62,4.8,2023,Superintending Engineer (Indore Demo),True
EST-DEMO-000232,MPLAD-WRK-000232,2024-10-07,2024-11-15,950606.96,3.6,2023,Superintending Engineer (Nashik Demo),True
EST-DEMO-000233,MPLAD-WRK-000233,2022-08-16,2022-09-28,769372.53,2.3,2023,Superintending Engineer (Amritsar Demo),True
EST-DEMO-000234,MPLAD-WRK-000234,2022-08-18,2022-09-12,3837685.9,3.7,2023,Superintending Engineer (Ernakulam Demo),True
EST-DEMO-000235,MPLAD-WRK-000235,2022-12-22,2023-01-23,1169309.06,4.3,2023,Superintending Engineer (Krishna Demo),True
EST-DEMO-000236,MPLAD-WRK-000236,2022-04-21,2022-05-20,1201843.66,2.5,2023,Superintending Engineer (Madurai Demo),True
EST-DEMO-000237,MPLAD-WRK-000237,2024-12-21,2025-01-22,4975999.52,2.4,2023,Superintending Engineer (Kota Demo),True
EST-DEMO-000238,MPLAD-WRK-000238,2022-06-04,2022-07-23,3448615.09,3.3,2023,Superintending Engineer (Nashik Demo),True
EST-DEMO-000239,MPLAD-WRK-000239,2024-06-17,2024-07-04,5415712.46,2.8,2023,Superintending Engineer (Kolkata Demo),True
EST-DEMO-000240,MPLAD-WRK-000240,2023-03-24,2023-04-17,1491326.81,4.9,2023,Superintending Engineer (Jaipur Demo),True
EST-DEMO-000241,MPLAD-WRK-000241,2024-07-14,,554388.55,2.1,2023,Superintending Engineer (Kota Demo),True
EST-DEMO-000242,MPLAD-WRK-000242,2024-03-05,2024-04-02,1009776.66,3.9,2023,Superintending Engineer (Salem Demo),True
EST-DEMO-000243,MPLAD-WRK-000243,2022-09-11,2022-10-18,620785.66,3.3,2023,Superintending Engineer (Lucknow Demo),True
EST-DEMO-000244,MPLAD-WRK-000244,2023-01-08,2023-03-02,3667454.92,4.7,2023,Superintending Engineer (Surat Demo),True
EST-DEMO-000245,MPLAD-WRK-000245,2024-12-03,2025-01-31,302265.56,3.0,2023,Superintending Engineer (Amritsar Demo),True
EST-DEMO-000246,MPLAD-WRK-000246,2023-11-05,2023-11-30,1454529.19,2.4,2023,Superintending Engineer (Nashik Demo),True
EST-DEMO-000247,MPLAD-WRK-000247,2023-01-06,2023-02-07,765225.84,3.9,2023,Superintending Engineer (Thiruvananthapuram Demo),True
EST-DEMO-000248,MPLAD-WRK-000248,2022-09-29,2022-11-16,1413685.28,3.1,2023,Superintending Engineer (North 24 Parganas Demo),True
EST-DEMO-000249,MPLAD-WRK-000249,2024-06-24,2024-08-23,3402712.63,2.9,2023,Superintending Engineer (Rajkot Demo),True
EST-DEMO-000250,MPLAD-WRK-000250,2023-09-16,2023-10-04,1504525.19,2.6,2023,Superintending Engineer (Aurangabad Demo),True
EST-DEMO-000251,MPLAD-WRK-000251,2023-02-16,2023-03-21,3592198.29,2.8,2023,Superintending Engineer (Amritsar Demo),True
EST-DEMO-000252,MPLAD-WRK-000252,2025-02-01,2025-03-03,1969326.95,4.3,2023,Superintending Engineer (Vadodara Demo),True
EST-DEMO-000253,MPLAD-WRK-000253,2024-07-11,2024-07-26,531994.98,3.7,2023,Superintending Engineer (Dakshina Kannada Demo),True
EST-DEMO-000254,MPLAD-WRK-000254,2023-11-24,2024-01-21,1259314.0,3.4,2023,Superintending Engineer (Krishna Demo),True
EST-DEMO-000255,MPLAD-WRK-000255,2022-04-29,2022-05-26,271416.06,3.1,2023,Superintending Engineer (Coimbatore Demo),True
EST-DEMO-000256,MPLAD-WRK-000256,2023-06-18,2023-07-20,395326.43,3.8,2023,Superintending Engineer (Cuttack Demo),True
EST-DEMO-000257,MPLAD-WRK-000257,2023-08-27,2023-10-24,2042684.87,3.3,2023,Superintending Engineer (Thiruvananthapuram Demo),True
EST-DEMO-000258,MPLAD-WRK-000258,2022-10-30,2022-11-16,859884.74,2.4,2023,Superintending Engineer (Dibrugarh Demo),True
EST-DEMO-000259,MPLAD-WRK-000259,2022-05-05,2022-06-10,1203460.27,2.2,2023,Superintending Engineer (Aurangabad Demo),True
EST-DEMO-000260,MPLAD-WRK-000260,2022-10-03,2022-10-29,4285488.56,4.8,2023,Superintending Engineer (Kozhikode Demo),True
EST-DEMO-000261,MPLAD-WRK-000261,2023-03-16,2023-04-02,961933.07,3.7,2023,Superintending Engineer (Kamrup Metropolitan Demo),True
EST-DEMO-000262,MPLAD-WRK-000262,2024-11-29,2025-01-04,844718.98,3.8,2023,Superintending Engineer (Hyderabad Demo),True
EST-DEMO-000263,MPLAD-WRK-000263,2024-10-26,2024-12-05,1891334.11,4.2,2023,Superintending Engineer (Gwalior Demo),True
EST-DEMO-000264,MPLAD-WRK-000264,2024-08-17,2024-10-09,1634044.5,4.5,2023,Superintending Engineer (Coimbatore Demo),True
EST-DEMO-000265,MPLAD-WRK-000265,2024-07-07,2024-07-22,527883.25,2.8,2023,Superintending Engineer (Bengaluru Urban Demo),True
EST-DEMO-000266,MPLAD-WRK-000266,2023-08-30,2023-10-11,912174.25,2.1,2023,Superintending Engineer (Agra Demo),True
EST-DEMO-000267,MPLAD-WRK-000267,2025-01-05,2025-02-16,1783769.84,2.4,2023,Superintending Engineer (Gwalior Demo),True
EST-DEMO-000268,MPLAD-WRK-000268,2024-11-24,2024-12-22,2212713.39,3.2,2023,Superintending Engineer (Dharwad Demo),True
EST-DEMO-000269,MPLAD-WRK-000269,2025-01-16,2025-02-13,606035.79,2.6,2023,Superintending Engineer (Jodhpur Demo),True
EST-DEMO-000270,MPLAD-WRK-000270,2023-02-20,2023-04-01,2240271.2,3.9,2023,Superintending Engineer (Ajmer Demo),True
EST-DEMO-000271,MPLAD-WRK-000271,2023-07-04,2023-07-27,1894142.12,2.1,2023,Superintending Engineer (Kolkata Demo),True
EST-DEMO-000272,MPLAD-WRK-000272,2023-02-21,2023-03-23,1113840.12,2.8,2023,Superintending Engineer (Visakhapatnam Demo),True
EST-DEMO-000273,MPLAD-WRK-000273,2025-01-01,2025-01-31,3053808.73,2.9,2023,Superintending Engineer (Surat Demo),True
EST-DEMO-000274,MPLAD-WRK-000274,2022-04-25,2022-05-26,2894468.17,4.9,2023,Superintending Engineer (Ajmer Demo),True
EST-DEMO-000275,MPLAD-WRK-000275,2022-08-11,2022-09-16,2777127.38,4.7,2023,Superintending Engineer (Jaipur Demo),True
EST-DEMO-000276,MPLAD-WRK-000276,2023-09-27,2023-11-16,2825016.75,3.8,2023,Superintending Engineer (Ludhiana Demo),True
EST-DEMO-000277,MPLAD-WRK-000277,2023-11-03,2023-12-29,1057920.4,3.5,2023,Superintending Engineer (Khordha Demo),True
EST-DEMO-000278,MPLAD-WRK-000278,2023-06-05,2023-07-26,2026224.16,3.4,2023,Superintending Engineer (Prayagraj Demo),True
EST-DEMO-000279,MPLAD-WRK-000279,2024-01-20,2024-03-02,1109754.82,4.2,2023,Superintending Engineer (Muzaffarpur Demo),True
EST-DEMO-000280,MPLAD-WRK-000280,2024-07-26,2024-08-19,969072.53,4.3,2023,Superintending Engineer (Kota Demo),True
EST-DEMO-000281,MPLAD-WRK-000281,2024-09-12,2024-09-29,1268057.41,3.6,2023,Superintending Engineer (Surat Demo),True
EST-DEMO-000282,MPLAD-WRK-000282,2024-09-02,2024-09-18,1359923.66,2.7,2023,Superintending Engineer (Salem Demo),True
EST-DEMO-000283,MPLAD-WRK-000283,2022-12-09,2023-01-17,2977794.08,4.4,2023,Superintending Engineer (Prayagraj Demo),True
EST-DEMO-000284,MPLAD-WRK-000284,2022-08-12,2022-09-23,585245.96,2.1,2023,Superintending Engineer (Nagpur Demo),True
EST-DEMO-000285,MPLAD-WRK-000285,2023-09-26,2023-11-19,1366868.35,3.1,2023,Superintending Engineer (Krishna Demo),True
EST-DEMO-000286,MPLAD-WRK-000286,2023-05-07,2023-05-30,2170838.98,4.2,2023,Superintending Engineer (North 24 Parganas Demo),True
EST-DEMO-000287,MPLAD-WRK-000287,2023-09-29,2023-10-22,4835272.09,2.0,2023,Superintending Engineer (Coimbatore Demo),True
EST-DEMO-000288,MPLAD-WRK-000288,2024-12-24,2025-02-12,1793613.52,3.3,2023,Superintending Engineer (Ludhiana Demo),True
EST-DEMO-000289,MPLAD-WRK-000289,2022-09-17,2022-11-03,3346717.41,4.5,2023,Superintending Engineer (Coimbatore Demo),True
EST-DEMO-000290,MPLAD-WRK-000290,2022-07-06,2022-08-24,672565.19,2.5,2023,Superintending Engineer (Dakshina Kannada Demo),True
EST-DEMO-000291,MPLAD-WRK-000291,2024-07-19,2024-08-11,843862.47,4.5,2023,Superintending Engineer (Thane Demo),True
EST-DEMO-000292,MPLAD-WRK-000292,2023-09-06,2023-09-28,570933.25,4.9,2023,Superintending Engineer (Kolkata Demo),True
EST-DEMO-000293,MPLAD-WRK-000293,2024-12-25,2025-02-13,1258419.22,4.5,2023,Superintending Engineer (Dibrugarh Demo),True
EST-DEMO-000294,MPLAD-WRK-000294,2022-06-21,2022-07-28,2084183.99,4.2,2023,Superintending Engineer (Khordha Demo),True
EST-DEMO-000295,MPLAD-WRK-000295,2023-09-02,2023-10-09,1514778.32,3.6,2023,Superintending Engineer (Belagavi Demo),True
EST-DEMO-000296,MPLAD-WRK-000296,2023-04-24,2023-06-15,903816.99,4.7,2023,Superintending Engineer (Udaipur Demo),True
EST-DEMO-000297,MPLAD-WRK-000297,2023-06-23,2023-07-23,3430699.69,4.6,2023,Superintending Engineer (Jaipur Demo),True
EST-DEMO-000298,MPLAD-WRK-000298,2024-06-01,2024-07-02,2635807.34,4.6,2023,Superintending Engineer (Surat Demo),True
EST-DEMO-000299,MPLAD-WRK-000299,2023-08-30,2023-09-15,252561.37,4.6,2023,Superintending Engineer (Kozhikode Demo),True
EST-DEMO-000300,MPLAD-WRK-000300,2024-06-02,2024-07-13,3399664.63,3.3,2023,Superintending Engineer (Muzaffarpur Demo),True
EST-DEMO-000301,MPLAD-WRK-000301,2022-05-12,2022-07-04,1338720.78,4.4,2023,Superintending Engineer (Mysuru Demo),True
EST-DEMO-000302,MPLAD-WRK-000302,2023-03-30,2023-05-16,2264475.94,4.0,2023,Superintending Engineer (Warangal Demo),True
EST-DEMO-000303,MPLAD-WRK-000303,2024-12-09,2025-02-04,1783374.55,4.3,2023,Superintending Engineer (Kozhikode Demo),True
EST-DEMO-000304,MPLAD-WRK-000304,2023-12-12,2024-01-20,1833819.41,2.6,2023,Superintending Engineer (Indore Demo),True
EST-DEMO-000305,MPLAD-WRK-000305,2023-12-26,2024-01-23,474533.37,4.1,2023,Superintending Engineer (Ahmedabad Demo),True
EST-DEMO-000306,MPLAD-WRK-000306,2023-04-13,2023-05-03,1380456.61,2.1,2023,Superintending Engineer (Tiruchirappalli Demo),True
EST-DEMO-000307,MPLAD-WRK-000307,2023-02-24,2023-03-20,3396237.71,2.1,2023,Superintending Engineer (Thane Demo),True
EST-DEMO-000308,MPLAD-WRK-000308,2024-04-07,2024-05-06,1614772.65,2.9,2023,Superintending Engineer (Warangal Demo),True
EST-DEMO-000309,MPLAD-WRK-000309,2024-04-14,2024-05-28,698372.68,4.6,2023,Superintending Engineer (Jaipur Demo),True
EST-DEMO-000310,MPLAD-WRK-000310,2024-01-08,2024-03-02,1020694.18,2.2,2023,Superintending Engineer (Surat Demo),True
EST-DEMO-000311,MPLAD-WRK-000311,2023-10-28,2023-12-26,737095.4,2.1,2023,Superintending Engineer (Krishna Demo),True
EST-DEMO-000312,MPLAD-WRK-000312,2024-04-12,2024-05-25,1910064.0,2.2,2023,Superintending Engineer (Ajmer Demo),True
EST-DEMO-000313,MPLAD-WRK-000313,2022-04-22,2022-06-12,1607876.63,4.4,2023,Superintending Engineer (Prayagraj Demo),True
EST-DEMO-000314,MPLAD-WRK-000314,2023-07-30,2023-08-19,1066502.16,4.9,2023,Superintending Engineer (Khordha Demo),True
EST-DEMO-000315,MPLAD-WRK-000315,2023-05-10,,1224406.98,2.2,2023,Superintending Engineer (Darjeeling Demo),True
EST-DEMO-000316,MPLAD-WRK-000316,2023-11-06,2023-12-04,1885622.96,2.2,2023,Superintending Engineer (Mysuru Demo),True
EST-DEMO-000317,MPLAD-WRK-000317,2024-11-05,2024-12-19,1082394.43,3.2,2023,Superintending Engineer (Bengaluru Urban Demo),True
EST-DEMO-000318,MPLAD-WRK-000318,2023-11-14,2023-12-08,935576.5,3.3,2023,Superintending Engineer (Bengaluru Urban Demo),True
EST-DEMO-000319,MPLAD-WRK-000319,2023-07-13,2023-09-11,3629167.72,3.5,2023,Superintending Engineer (Jaipur Demo),True
EST-DEMO-000320,MPLAD-WRK-000320,2022-08-03,2022-08-30,916274.17,2.1,2023,Superintending Engineer (Darjeeling Demo),True
EST-DEMO-000321,MPLAD-WRK-000321,2024-06-19,2024-07-15,985452.87,3.5,2023,Superintending Engineer (Aurangabad Demo),True
EST-DEMO-000322,MPLAD-WRK-000322,2024-06-19,2024-08-17,1479212.31,4.1,2023,Superintending Engineer (Surat Demo),True
EST-DEMO-000323,MPLAD-WRK-000323,2024-04-23,2024-06-09,329631.92,2.5,2023,Superintending Engineer (Thane Demo),True
EST-DEMO-000324,MPLAD-WRK-000324,2023-07-15,2023-09-04,2045231.91,3.2,2023,Superintending Engineer (Ludhiana Demo),True
EST-DEMO-000325,MPLAD-WRK-000325,2022-06-11,2022-07-03,2726851.78,2.5,2023,Superintending Engineer (Aurangabad Demo),True
EST-DEMO-000326,MPLAD-WRK-000326,2024-11-09,2024-12-20,1488227.56,4.1,2023,Superintending Engineer (Kamrup Metropolitan Demo),True
EST-DEMO-000327,MPLAD-WRK-000327,2024-12-26,2025-01-24,3639857.77,4.2,2023,Superintending Engineer (Nagpur Demo),True
EST-DEMO-000328,MPLAD-WRK-000328,2023-01-11,2023-02-08,652000.13,3.7,2023,Superintending Engineer (Jodhpur Demo),True
EST-DEMO-000329,MPLAD-WRK-000329,2023-08-09,2023-09-18,2783277.14,4.0,2023,Superintending Engineer (Kamrup Metropolitan Demo),True
EST-DEMO-000330,MPLAD-WRK-000330,2024-11-25,2025-01-03,573545.25,4.3,2023,Superintending Engineer (Gaya Demo),True
EST-DEMO-000331,MPLAD-WRK-000331,2024-06-03,2024-07-22,647280.32,3.8,2023,Superintending Engineer (Coimbatore Demo),True
EST-DEMO-000332,MPLAD-WRK-000332,2024-04-24,2024-06-18,1578033.1,3.1,2023,Superintending Engineer (Nagpur Demo),True
EST-DEMO-000333,MPLAD-WRK-000333,2023-12-07,2023-12-30,2200845.84,3.0,2023,Superintending Engineer (Kozhikode Demo),True
EST-DEMO-000334,MPLAD-WRK-000334,2024-09-01,2024-09-18,1306824.45,3.5,2023,Superintending Engineer (Bhopal Demo),True
EST-DEMO-000335,MPLAD-WRK-000335,2024-03-02,2024-04-20,1484185.25,4.8,2023,Superintending Engineer (Ernakulam Demo),True
EST-DEMO-000336,MPLAD-WRK-000336,2025-01-12,2025-02-19,2076727.92,4.4,2023,Superintending Engineer (Amritsar Demo),True
EST-DEMO-000337,MPLAD-WRK-000337,2022-08-22,2022-09-23,475198.54,2.2,2023,Superintending Engineer (North 24 Parganas Demo),True
EST-DEMO-000338,MPLAD-WRK-000338,2023-03-06,2023-04-01,2599870.84,2.2,2023,Superintending Engineer (Kanpur Nagar Demo),True
EST-DEMO-000339,MPLAD-WRK-000339,2023-08-13,2023-10-08,4555511.03,3.5,2023,Superintending Engineer (Ahmedabad Demo),True
EST-DEMO-000340,MPLAD-WRK-000340,2023-03-12,2023-04-10,361114.05,4.3,2023,Superintending Engineer (Chennai Demo),True
EST-DEMO-000341,MPLAD-WRK-000341,2023-04-16,2023-05-15,393965.34,4.7,2023,Superintending Engineer (Chennai Demo),True
EST-DEMO-000342,MPLAD-WRK-000342,2022-07-26,2022-09-04,1178523.95,4.1,2023,Superintending Engineer (Visakhapatnam Demo),True
EST-DEMO-000343,MPLAD-WRK-000343,2022-08-29,2022-10-21,926368.05,3.3,2023,Superintending Engineer (Udaipur Demo),True
EST-DEMO-000344,MPLAD-WRK-000344,2024-09-04,2024-09-23,1250328.62,4.8,2023,Superintending Engineer (Salem Demo),True
EST-DEMO-000345,MPLAD-WRK-000345,2022-08-16,2022-09-09,1713526.19,2.7,2023,Superintending Engineer (Krishna Demo),True
EST-DEMO-000346,MPLAD-WRK-000346,2023-03-06,2023-05-03,587299.93,3.7,2023,Superintending Engineer (Thane Demo),True
EST-DEMO-000347,MPLAD-WRK-000347,2024-08-06,2024-09-26,1655102.64,3.2,2023,Superintending Engineer (Dakshina Kannada Demo),True
EST-DEMO-000348,MPLAD-WRK-000348,2022-04-18,2022-05-12,1609250.55,2.5,2023,Superintending Engineer (Gwalior Demo),True
EST-DEMO-000349,MPLAD-WRK-000349,2023-12-26,2024-01-31,1089137.43,3.5,2023,Superintending Engineer (Nashik Demo),True
EST-DEMO-000350,MPLAD-WRK-000350,2023-07-26,2023-08-29,1185361.21,2.4,2023,Superintending Engineer (Bengaluru Urban Demo),True
EST-DEMO-000351,MPLAD-WRK-000351,2023-08-30,2023-10-08,2307402.55,4.0,2023,Superintending Engineer (Dibrugarh Demo),True
EST-DEMO-000352,MPLAD-WRK-000352,2024-05-03,2024-06-08,900040.11,3.8,2023,Superintending Engineer (Mysuru Demo),True
EST-DEMO-000353,MPLAD-WRK-000353,2023-07-14,2023-07-31,2657561.15,4.8,2023,Superintending Engineer (Rajkot Demo),True
EST-DEMO-000354,MPLAD-WRK-000354,2023-09-11,2023-10-06,1481389.74,2.9,2023,Superintending Engineer (Chennai Demo),True
EST-DEMO-000355,MPLAD-WRK-000355,2023-05-03,2023-06-17,1045331.42,4.3,2023,Superintending Engineer (Mysuru Demo),True
EST-DEMO-000356,MPLAD-WRK-000356,2025-01-07,2025-02-26,1381573.7,3.1,2023,Superintending Engineer (Patna Demo),True
EST-DEMO-000357,MPLAD-WRK-000357,2022-06-19,,1825201.23,3.1,2023,Superintending Engineer (Khordha Demo),True
EST-DEMO-000358,MPLAD-WRK-000358,2023-12-06,2024-01-16,3495524.74,4.3,2023,Superintending Engineer (Salem Demo),True
EST-DEMO-000359,MPLAD-WRK-000359,2024-12-02,2024-12-19,3179648.64,4.8,2023,Superintending Engineer (Hyderabad Demo),True
EST-DEMO-000360,MPLAD-WRK-000360,2024-06-04,2024-07-01,2069675.47,2.4,2023,Superintending Engineer (Kanpur Nagar Demo),True
EST-DEMO-000361,MPLAD-WRK-000361,2022-12-09,2023-01-16,3176251.72,4.0,2023,Superintending Engineer (Pune Demo),True
EST-DEMO-000362,MPLAD-WRK-000362,2022-08-12,2022-10-03,2419609.01,3.3,2023,Superintending Engineer (Madurai Demo),True
EST-DEMO-000363,MPLAD-WRK-000363,2024-02-28,2024-03-14,869952.4,2.6,2023,Superintending Engineer (Hyderabad Demo),True
EST-DEMO-000364,MPLAD-WRK-000364,2024-07-16,2024-08-07,4594682.93,3.8,2023,Superintending Engineer (Ludhiana Demo),True
EST-DEMO-000365,MPLAD-WRK-000365,2024-12-28,2025-01-25,1706351.51,3.1,2023,Superintending Engineer (Ernakulam Demo),True
EST-DEMO-000366,MPLAD-WRK-000366,2024-09-01,2024-09-25,839994.57,2.6,2023,Superintending Engineer (Nashik Demo),True
EST-DEMO-000367,MPLAD-WRK-000367,2024-12-07,2025-01-16,1337953.75,4.7,2023,Superintending Engineer (Cuttack Demo),True
EST-DEMO-000368,MPLAD-WRK-000368,2022-04-24,2022-05-10,1034478.06,4.4,2023,Superintending Engineer (Ludhiana Demo),True
EST-DEMO-000369,MPLAD-WRK-000369,2023-09-18,2023-10-18,438002.43,2.7,2023,Superintending Engineer (Patna Demo),True
EST-DEMO-000370,MPLAD-WRK-000370,2023-08-31,2023-10-18,1233553.89,3.5,2023,Superintending Engineer (Thiruvananthapuram Demo),True
EST-DEMO-000371,MPLAD-WRK-000371,2022-09-16,2022-10-30,2727701.42,4.8,2023,Superintending Engineer (Nagpur Demo),True
EST-DEMO-000372,MPLAD-WRK-000372,2023-04-18,2023-05-21,2917006.79,3.6,2023,Superintending Engineer (Kota Demo),True
