inspection_id,work_id,inspection_date,inspector_designation,inspection_stage,rating,findings_summary,defects_observed,rectification_deadline,inspection_photo_ref,synthetic_demo_data
INSP-DEMO-000125,MPLAD-WRK-000095,2023-05-21,Sub-Divisional Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_000125.jpg,True
INSP-DEMO-000126,MPLAD-WRK-000096,2022-08-30,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_000126.jpg,True
INSP-DEMO-000127,MPLAD-WRK-000097,2024-05-04,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_000127.jpg,True
INSP-DEMO-000128,MPLAD-WRK-000097,2024-07-07,District Planning Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_000128.jpg,True
INSP-DEMO-000129,MPLAD-WRK-000098,2023-03-13,Sub-Divisional Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_000129.jpg,True
INSP-DEMO-000130,MPLAD-WRK-000100,2023-06-16,Sub-Divisional Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_000130.jpg,True
INSP-DEMO-000131,MPLAD-WRK-000101,2025-04-27,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_000131.jpg,True
INSP-DEMO-000132,MPLAD-WRK-000101,2025-06-30,Independent Quality Assessor (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_000132.jpg,True
INSP-DEMO-000133,MPLAD-WRK-000101,2025-08-29,District Planning Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_000133.jpg,True
INSP-DEMO-000134,MPLAD-WRK-000103,2024-11-14,Independent Quality Assessor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_000134.jpg,True
INSP-DEMO-000135,MPLAD-WRK-000104,2023-02-11,Executive Engineer - PWD (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_000135.jpg,True
INSP-DEMO-000136,MPLAD-WRK-000105,2024-02-04,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_000136.jpg,True
INSP-DEMO-000137,MPLAD-WRK-000105,2024-04-20,Executive Engineer - PWD (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_000137.jpg,True
INSP-DEMO-000138,MPLAD-WRK-000106,2025-04-06,Sub-Divisional Officer (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_000138.jpg,True
INSP-DEMO-000139,MPLAD-WRK-000106,2025-05-31,District Planning Officer (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_000139.jpg,True
INSP-DEMO-000140,MPLAD-WRK-000106,2025-08-25,District Planning Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_000140.jpg,True
INSP-DEMO-000141,MPLAD-WRK-000107,2023-01-09,District Planning Officer (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_000141.jpg,True
INSP-DEMO-000142,MPLAD-WRK-000107,2023-03-20,Sub-Divisional Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_000142.jpg,True
INSP-DEMO-000143,MPLAD-WRK-000108,2023-03-07,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_000143.jpg,True
INSP-DEMO-000144,MPLAD-WRK-000108,2023-04-16,Independent Quality Assessor (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_000144.jpg,True
INSP-DEMO-000145,MPLAD-WRK-000109,2024-09-25,Sub-Divisional Officer (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_000145.jpg,True
INSP-DEMO-000146,MPLAD-WRK-000109,2024-11-27,District Planning Officer (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_000146.jpg,True
INSP-DEMO-000147,MPLAD-WRK-000109,2025-02-11,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_000147.jpg,True
INSP-DEMO-000148,MPLAD-WRK-000110,2023-07-21,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_000148.jpg,True
INSP-DEMO-000149,MPLAD-WRK-000113,2022-08-24,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Requires Rectification,Site inspection conducted. Quality benchmark verified as Requires Rectification.,True,2022-09-23,inspections/insp_demo_000149.jpg,True
INSP-DEMO-000150,MPLAD-WRK-000114,2025-04-04,District Planning Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_000150.jpg,True
INSP-DEMO-000151,MPLAD-WRK-000116,2023-11-19,District Planning Officer (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_000151.jpg,True
INSP-DEMO-000152,MPLAD-WRK-000116,2024-01-09,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_000152.jpg,True
INSP-DEMO-000153,MPLAD-WRK-000116,2024-02-28,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_000153.jpg,True
INSP-DEMO-000154,MPLAD-WRK-000117,2024-04-15,Independent Quality Assessor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_000154.jpg,True
INSP-DEMO-000155,MPLAD-WRK-000118,2022-12-21,Executive Engineer - PWD (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_000155.jpg,True
INSP-DEMO-000156,MPLAD-WRK-000119,2024-06-28,Executive Engineer - PWD (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_000156.jpg,True
INSP-DEMO-000157,MPLAD-WRK-000121,2023-06-20,Sub-Divisional Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_000157.jpg,True
INSP-DEMO-000158,MPLAD-WRK-000122,2024-08-19,District Planning Officer (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_000158.jpg,True
INSP-DEMO-000159,MPLAD-WRK-000122,2024-09-24,Independent Quality Assessor (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_000159.jpg,True
INSP-DEMO-000160,MPLAD-WRK-000122,2024-12-22,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_000160.jpg,True
INSP-DEMO-000161,MPLAD-WRK-000123,2024-04-19,District Planning Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_000161.jpg,True
INSP-DEMO-000162,MPLAD-WRK-000124,2024-12-10,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_000162.jpg,True
INSP-DEMO-000163,MPLAD-WRK-000124,2025-03-01,Sub-Divisional Officer (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_000163.jpg,True
INSP-DEMO-000164,MPLAD-WRK-000124,2025-04-24,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_000164.jpg,True
INSP-DEMO-000165,MPLAD-WRK-000125,2024-08-06,District Planning Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_000165.jpg,True
INSP-DEMO-000166,MPLAD-WRK-000126,2022-08-16,Sub-Divisional Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_000166.jpg,True
INSP-DEMO-000167,MPLAD-WRK-000127,2023-10-10,Independent Quality Assessor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_000167.jpg,True
INSP-DEMO-000168,MPLAD-WRK-000128,2023-01-29,District Planning Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_000168.jpg,True
INSP-DEMO-000169,MPLAD-WRK-000129,2025-05-16,Executive Engineer - PWD (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_000169.jpg,True
INSP-DEMO-000170,MPLAD-WRK-000130,2025-06-04,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_000170.jpg,True
INSP-DEMO-000171,MPLAD-WRK-000131,2025-01-14,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_000171.jpg,True
INSP-DEMO-000172,MPLAD-WRK-000132,2024-05-06,Independent Quality Assessor (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_000172.jpg,True
INSP-DEMO-000173,MPLAD-WRK-000132,2024-06-14,Independent Quality Assessor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_000173.jpg,True
INSP-DEMO-000174,MPLAD-WRK-000133,2024-12-17,District Planning Officer (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_000174.jpg,True
INSP-DEMO-000175,MPLAD-WRK-000133,2025-02-14,District Planning Officer (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_000175.jpg,True
INSP-DEMO-000176,MPLAD-WRK-000133,2025-05-02,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_000176.jpg,True
INSP-DEMO-000177,MPLAD-WRK-000135,2022-10-09,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_000177.jpg,True
INSP-DEMO-000178,MPLAD-WRK-000136,2023-02-03,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_000178.jpg,True
INSP-DEMO-000179,MPLAD-WRK-000136,2023-04-09,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_000179.jpg,True
INSP-DEMO-000180,MPLAD-WRK-000137,2023-08-29,Sub-Divisional Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_000180.jpg,True
INSP-DEMO-000181,MPLAD-WRK-000138,2022-09-12,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_000181.jpg,True
INSP-DEMO-000182,MPLAD-WRK-000139,2022-10-14,Executive Engineer - PWD (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_000182.jpg,True
INSP-DEMO-000183,MPLAD-WRK-000140,2025-05-05,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_000183.jpg,True
INSP-DEMO-000184,MPLAD-WRK-000141,2025-05-02,Independent Quality Assessor (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_000184.jpg,True
INSP-DEMO-000185,MPLAD-WRK-000141,2025-07-01,Independent Quality Assessor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_000185.jpg,True
INSP-DEMO-000186,MPLAD-WRK-000142,2024-10-17,Sub-Divisional Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_000186.jpg,True
INSP-DEMO-000187,MPLAD-WRK-000143,2022-09-03,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_000187.jpg,True
INSP-DEMO-000188,MPLAD-WRK-000143,2022-10-29,Independent Quality Assessor (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_000188.jpg,True
INSP-DEMO-000189,MPLAD-WRK-000143,2022-12-27,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_000189.jpg,True
INSP-DEMO-000190,MPLAD-WRK-000144,2023-08-03,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_000190.jpg,True
INSP-DEMO-000191,MPLAD-WRK-000145,2025-04-17,Sub-Divisional Officer (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_000191.jpg,True
INSP-DEMO-000192,MPLAD-WRK-000145,2025-05-28,Independent Quality Assessor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_000192.jpg,True
INSP-DEMO-000193,MPLAD-WRK-000146,2023-02-23,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_000193.jpg,True
INSP-DEMO-000194,MPLAD-WRK-000146,2023-05-07,District Planning Officer (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_000194.jpg,True
