asset_id,work_id,asset_name,category,location_description,latitude,longitude,handover_date,custodian_department,maintenance_status,synthetic_demo_data
AST-DEMO-000110,MPLAD-WRK-000235,Health & Sanitation Asset - Upgradation of Pediatric & Maternal Care,Health & Sanitation,"Ludhiana, Punjab",30.894869,75.871684,2024-05-01,Ludhiana Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000111,MPLAD-WRK-000237,Health & Sanitation Asset - Construction of Public Sanitation Comple,Health & Sanitation,"Kamrup Metropolitan, Assam",26.084934,91.780173,2026-01-21,Kamrup Metropolitan Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000112,MPLAD-WRK-000238,Renewable & Solar Energy Asset - Setting up of 25 kW Decentralized Solar ,Renewable & Solar Energy,"Jaipur, Rajasthan",26.921646,75.770139,2024-08-13,Jaipur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000113,MPLAD-WRK-000239,Drinking Water Asset - Laying of Potable Water Supply Pipeline ,Drinking Water,"Nagpur, Maharashtra",21.162648,79.072199,2025-04-12,Nagpur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000114,MPLAD-WRK-000241,Irrigation & Flood Control Asset - Construction of Flood Protection Embankm,Irrigation & Flood Control,"Thiruvananthapuram, Kerala",8.591824,76.948186,2025-11-26,Thiruvananthapuram Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000115,MPLAD-WRK-000244,Education Infrastructure Asset - Construction of Additional Smart Classro,Education Infrastructure,"Salem, Tamil Nadu",11.723006,78.187179,2025-01-06,Salem Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000116,MPLAD-WRK-000246,Community Infrastructure & Halls Asset - Construction of Farmers Agro-Produce Sto,Community Infrastructure & Halls,"Salem, Tamil Nadu",11.590064,78.123838,2024-11-16,Salem Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000117,MPLAD-WRK-000247,Irrigation & Flood Control Asset - Rehabilitation of Traditional Irrigation,Irrigation & Flood Control,"Vadodara, Gujarat",22.307772,73.208974,2024-12-19,Vadodara Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000118,MPLAD-WRK-000248,Education Infrastructure Asset - Construction of Additional Smart Classro,Education Infrastructure,"Aurangabad, Maharashtra",19.87864,75.352607,2025-02-14,Aurangabad Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000119,MPLAD-WRK-000249,Sports & Youth Development Asset - Construction of Youth Skill Development ,Sports & Youth Development,"Purba Medinipur, West Bengal",21.938327,87.808644,2024-06-10,Purba Medinipur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000120,MPLAD-WRK-000250,Drinking Water Asset - Provision of Deep Borewell with Solar Su,Drinking Water,"Rajkot, Gujarat",22.327288,70.77998,2023-11-14,Rajkot Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000121,MPLAD-WRK-000256,Irrigation & Flood Control Asset - Construction of Flood Protection Embankm,Irrigation & Flood Control,"Madurai, Tamil Nadu",9.861692,78.063807,2023-04-11,Madurai Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000122,MPLAD-WRK-000257,Community Infrastructure & Halls Asset - Upgradation of Cultural Community Centre,Community Infrastructure & Halls,"Kota, Rajasthan",25.194658,75.912257,2026-02-20,Kota Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000123,MPLAD-WRK-000264,"Roads, Pathways & Bridges Asset - Construction of Bridge over Canal with A","Roads, Pathways & Bridges","Surat, Gujarat",21.190094,72.871997,2024-01-14,Surat Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000124,MPLAD-WRK-000267,Health & Sanitation Asset - Upgradation of Pediatric & Maternal Care,Health & Sanitation,"Thiruvananthapuram, Kerala",8.525159,76.903016,2023-12-02,Thiruvananthapuram Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000125,MPLAD-WRK-000268,Health & Sanitation Asset - Upgradation of Pediatric & Maternal Care,Health & Sanitation,"North 24 Parganas, West Bengal",22.707324,88.431861,2023-09-01,North 24 Parganas Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000126,MPLAD-WRK-000270,Irrigation & Flood Control Asset - Construction of Flood Protection Embankm,Irrigation & Flood Control,"Aurangabad, Maharashtra",19.887076,75.29328,2024-09-08,Aurangabad Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000127,MPLAD-WRK-000276,Renewable & Solar Energy Asset - Installation of Solar-Powered Cold Stora,Renewable & Solar Energy,"Cuttack, Odisha",20.473848,85.93581,2024-02-22,Cuttack Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000128,MPLAD-WRK-000277,Education Infrastructure Asset - Construction of Multi-Purpose Auditorium,Education Infrastructure,"Thiruvananthapuram, Kerala",8.564712,76.913499,2024-10-21,Thiruvananthapuram Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000129,MPLAD-WRK-000282,Drinking Water Asset - Provision of Deep Borewell with Solar Su,Drinking Water,"Hyderabad, Telangana",17.422807,78.477551,2025-10-22,Hyderabad Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000130,MPLAD-WRK-000284,Renewable & Solar Energy Asset - Setting up of 25 kW Decentralized Solar ,Renewable & Solar Energy,"Coimbatore, Tamil Nadu",10.99717,76.931778,2025-04-13,Coimbatore Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000131,MPLAD-WRK-000289,Renewable & Solar Energy Asset - Deployment of Solar Powered LED Street L,Renewable & Solar Energy,"Jodhpur, Rajasthan",26.248099,73.001095,2025-10-07,Jodhpur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000132,MPLAD-WRK-000295,Irrigation & Flood Control Asset - Installation of Community Lift Irrigatio,Irrigation & Flood Control,"Jaipur, Rajasthan",26.890875,75.781198,2023-07-07,Jaipur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000133,MPLAD-WRK-000296,Health & Sanitation Asset - Procurement of Diagnostic Imaging & Ultr,Health & Sanitation,"Ludhiana, Punjab",30.83513,75.816438,2024-08-14,Ludhiana Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000134,MPLAD-WRK-000298,Community Infrastructure & Halls Asset - Development of Senior Citizens Recreatio,Community Infrastructure & Halls,"Prayagraj, Uttar Pradesh",25.409652,81.84877,2024-05-20,Prayagraj Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000135,MPLAD-WRK-000302,Irrigation & Flood Control Asset - Construction of Check Dam and Water Harv,Irrigation & Flood Control,"Salem, Tamil Nadu",11.653372,78.109828,2025-08-23,Salem Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000136,MPLAD-WRK-000304,Drinking Water Asset - Laying of Potable Water Supply Pipeline ,Drinking Water,"Nagpur, Maharashtra",21.180244,79.1478,2023-06-04,Nagpur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000137,MPLAD-WRK-000305,Health & Sanitation Asset - Construction of Public Sanitation Comple,Health & Sanitation,"Krishna, Andhra Pradesh",16.242937,81.062275,2024-08-18,Krishna Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000138,MPLAD-WRK-000311,Community Infrastructure & Halls Asset - Upgradation of Cultural Community Centre,Community Infrastructure & Halls,"Thane, Maharashtra",19.20195,72.932106,2025-08-16,Thane Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000139,MPLAD-WRK-000312,Health & Sanitation Asset - Construction of Modern Primary Health Su,Health & Sanitation,"Kolkata, West Bengal",22.510886,88.398664,2024-08-21,Kolkata Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000140,MPLAD-WRK-000315,Health & Sanitation Asset - Construction of Modern Primary Health Su,Health & Sanitation,"Belagavi, Karnataka",15.806107,74.538321,2024-05-16,Belagavi Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000141,MPLAD-WRK-000318,"Roads, Pathways & Bridges Asset - Paving of Paver-Block Pedestrian Pathway","Roads, Pathways & Bridges","Surat, Gujarat",21.238914,72.776274,2025-06-23,Surat Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000142,MPLAD-WRK-000324,Health & Sanitation Asset - Procurement of Diagnostic Imaging & Ultr,Health & Sanitation,"Indore, Madhya Pradesh",22.74677,75.789408,2024-11-11,Indore Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000143,MPLAD-WRK-000325,Drinking Water Asset - Construction of Over-Head Water Storage ,Drinking Water,"Ahmedabad, Gujarat",22.985514,72.497964,2024-10-09,Ahmedabad Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000144,MPLAD-WRK-000327,"Roads, Pathways & Bridges Asset - Widening and Bituminous Black-Topping of","Roads, Pathways & Bridges","Thane, Maharashtra",19.251912,72.951348,2024-01-14,Thane Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000145,MPLAD-WRK-000330,Irrigation & Flood Control Asset - Installation of Community Lift Irrigatio,Irrigation & Flood Control,"Surat, Gujarat",21.0965,72.885437,2025-03-24,Surat Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000146,MPLAD-WRK-000332,Sports & Youth Development Asset - Construction of Youth Skill Development ,Sports & Youth Development,"Ajmer, Rajasthan",26.523072,74.697874,2025-05-11,Ajmer Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000147,MPLAD-WRK-000333,Community Infrastructure & Halls Asset - Construction of Modern Crematorium / Bur,Community Infrastructure & Halls,"Prayagraj, Uttar Pradesh",25.465328,81.821645,2023-05-06,Prayagraj Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000148,MPLAD-WRK-000334,Education Infrastructure Asset - Setting up of Digital STEM Learning and ,Education Infrastructure,"Khordha, Odisha",20.308513,85.894347,2024-07-03,Khordha Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000149,MPLAD-WRK-000336,"Irrigation & Flood Control Asset - Desilting, Deepening and Concrete Lining",Irrigation & Flood Control,"Mysuru, Karnataka",12.333945,76.574098,2024-12-18,Mysuru Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000150,MPLAD-WRK-000340,Irrigation & Flood Control Asset - Rehabilitation of Traditional Irrigation,Irrigation & Flood Control,"Darjeeling, West Bengal",27.005148,88.212909,2023-08-08,Darjeeling Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000151,MPLAD-WRK-000342,Irrigation & Flood Control Asset - Construction of Check Dam and Water Harv,Irrigation & Flood Control,"Surat, Gujarat",21.129309,72.764577,2025-08-19,Surat Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000152,MPLAD-WRK-000343,Drinking Water Asset - Construction of Over-Head Water Storage ,Drinking Water,"Thane, Maharashtra",19.226739,72.979732,2024-10-26,Thane Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000153,MPLAD-WRK-000344,Community Infrastructure & Halls Asset - Upgradation of Cultural Community Centre,Community Infrastructure & Halls,"Ludhiana, Punjab",30.856953,75.924319,2024-06-28,Ludhiana Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000154,MPLAD-WRK-000347,Community Infrastructure & Halls Asset - Construction of Village Panchayat Sabha ,Community Infrastructure & Halls,"Nagpur, Maharashtra",21.12679,79.148473,2025-12-05,Nagpur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000155,MPLAD-WRK-000348,Health & Sanitation Asset - Establishment of Solid Waste Management ,Health & Sanitation,"Jodhpur, Rajasthan",26.25022,72.987508,2023-12-01,Jodhpur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000156,MPLAD-WRK-000351,Drinking Water Asset - Rejuvenation of Traditional Drinking Wat,Drinking Water,"Coimbatore, Tamil Nadu",11.069833,76.886772,2025-03-20,Coimbatore Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000157,MPLAD-WRK-000353,Community Infrastructure & Halls Asset - Construction of Modern Crematorium / Bur,Community Infrastructure & Halls,"Kozhikode, Kerala",11.229302,75.827119,2024-10-08,Kozhikode Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000158,MPLAD-WRK-000354,Health & Sanitation Asset - Provision of Advanced Mobile Medical Dia,Health & Sanitation,"Bhopal, Madhya Pradesh",23.256805,77.480008,2025-05-08,Bhopal Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000159,MPLAD-WRK-000355,Irrigation & Flood Control Asset - Construction of Flood Protection Embankm,Irrigation & Flood Control,"Ernakulam, Kerala",9.995765,76.259076,2025-06-16,Ernakulam Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000160,MPLAD-WRK-000357,Renewable & Solar Energy Asset - Deployment of Solar Powered LED Street L,Renewable & Solar Energy,"North 24 Parganas, West Bengal",22.650591,88.491445,2023-03-05,North 24 Parganas Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000161,MPLAD-WRK-000358,Sports & Youth Development Asset - Development of Rural Sports Stadium with,Sports & Youth Development,"Kanpur Nagar, Uttar Pradesh",26.406908,80.271955,2023-11-11,Kanpur Nagar Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000162,MPLAD-WRK-000367,"Roads, Pathways & Bridges Asset - Widening and Bituminous Black-Topping of","Roads, Pathways & Bridges","Dakshina Kannada, Karnataka",12.978019,74.789535,2025-09-20,Dakshina Kannada Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000163,MPLAD-WRK-000369,Health & Sanitation Asset - Construction of Public Sanitation Comple,Health & Sanitation,"Nashik, Maharashtra",20.057058,73.838429,2024-09-23,Nashik Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000164,MPLAD-WRK-000373,Community Infrastructure & Halls Asset - Development of Senior Citizens Recreatio,Community Infrastructure & Halls,"Rajkot, Gujarat",22.309189,70.862124,2024-06-18,Rajkot Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000165,MPLAD-WRK-000374,Irrigation & Flood Control Asset - Construction of Rainwater Harvesting Sum,Irrigation & Flood Control,"Chennai, Tamil Nadu",13.022341,80.335461,2024-09-13,Chennai Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000166,MPLAD-WRK-000378,Community Infrastructure & Halls Asset - Development of Senior Citizens Recreatio,Community Infrastructure & Halls,"Salem, Tamil Nadu",11.606306,78.217196,2024-09-30,Salem Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000167,MPLAD-WRK-000380,"Roads, Pathways & Bridges Asset - Paving of Paver-Block Pedestrian Pathway","Roads, Pathways & Bridges","Kanpur Nagar, Uttar Pradesh",26.412255,80.385321,2025-08-06,Kanpur Nagar Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000168,MPLAD-WRK-000383,Health & Sanitation Asset - Procurement of Diagnostic Imaging & Ultr,Health & Sanitation,"Hyderabad, Telangana",17.414404,78.452491,2024-11-17,Hyderabad Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000169,MPLAD-WRK-000385,"Roads, Pathways & Bridges Asset - Construction of Concrete Cement (CC) Roa","Roads, Pathways & Bridges","Ernakulam, Kerala",9.970666,76.277244,2026-01-22,Ernakulam Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000170,MPLAD-WRK-000386,Education Infrastructure Asset - Installation of Rooftop Solar Energy Sys,Education Infrastructure,"Nashik, Maharashtra",19.938779,73.829463,2025-06-22,Nashik Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000171,MPLAD-WRK-000387,Sports & Youth Development Asset - Development of Rural Sports Stadium with,Sports & Youth Development,"Cuttack, Odisha",20.463762,85.898835,2025-09-27,Cuttack Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000172,MPLAD-WRK-000388,Irrigation & Flood Control Asset - Installation of Community Lift Irrigatio,Irrigation & Flood Control,"Ludhiana, Punjab",30.968963,75.797039,2023-03-01,Ludhiana Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000173,MPLAD-WRK-000389,Drinking Water Asset - Provision of Deep Borewell with Solar Su,Drinking Water,"Patna, Bihar",25.579878,85.14705,2024-06-26,Patna Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000174,MPLAD-WRK-000392,Community Infrastructure & Halls Asset - Construction of Multi-Purpose Community ,Community Infrastructure & Halls,"Kota, Rajasthan",25.215747,75.933796,2024-05-10,Kota Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000175,MPLAD-WRK-000393,Community Infrastructure & Halls Asset - Construction of Farmers Agro-Produce Sto,Community Infrastructure & Halls,"Thiruvananthapuram, Kerala",8.522987,76.881806,2025-11-06,Thiruvananthapuram Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000176,MPLAD-WRK-000395,Renewable & Solar Energy Asset - Setting up of 25 kW Decentralized Solar ,Renewable & Solar Energy,"Tiruchirappalli, Tamil Nadu",10.793452,78.690787,2024-03-07,Tiruchirappalli Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000177,MPLAD-WRK-000396,Sports & Youth Development Asset - Development of Rural Sports Stadium with,Sports & Youth Development,"Salem, Tamil Nadu",11.683257,78.143791,2024-09-20,Salem Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-000178,MPLAD-WRK-000399,Drinking Water Asset - Laying of Potable Water Supply Pipeline ,Drinking Water,"Bhopal, Madhya Pradesh",23.233767,77.436981,2025-06-04,Bhopal Local Panchayat / Municipal Body (Demo),Operational,True
