work_id,state,district,constituency,mp_reference,mp_house,work_title,category,agency_id,agency_name,status,estimate_amount,sanctioned_amount,cumulative_payments,expenditure,physical_progress_pct,recommendation_date,sanction_date,work_order_date,commencement_date,target_completion_date,actual_completion_date,latitude,longitude,is_anomaly,anomaly_type,anomaly_description,duplicate_of_work_id,synthetic_demo_data
MPLAD-WRK-000056,Andhra Pradesh,Krishna,Machilipatnam Parliamentary Constituency,MP-LOK-DEMO-052,Lok Sabha (Demo),Development of Playground with Fencing and Floodlights at Pedana Sector-13,Sports & Youth Development,AGY-SYNTH-0054,Krishna Rural Development Agency (Demo) Unit-4,Stalled,1415141.59,1354303.81,604427.17,483541.74,17.7,2023-08-07,2023-09-08,2023-10-22,2023-11-02,2024-07-06,,16.246181,81.204031,False,,,,True
MPLAD-WRK-000057,Karnataka,Mysuru,Mysore Parliamentary Constituency,MP-RAJ-DEMO-012,Rajya Sabha (Demo),Development of Rural Sports Stadium with Running Track and Spectator Gallery at Mysuru City Sector-1,Sports & Youth Development,AGY-SYNTH-0067,Mysuru Rural Development Agency (Demo) Unit-2,Work Order Issued,2329283.05,2266908.06,340036.21,170018.11,0.0,2023-05-18,2023-06-10,2023-07-11,2023-07-26,2024-04-18,,12.229733,76.586557,False,,,,True
MPLAD-WRK-000058,Rajasthan,Kota,Kota Parliamentary Constituency,MP-RAJ-DEMO-024,Rajya Sabha (Demo),"Construction of Boundary Wall, Gates and Modern Toilets in Govt Primary School at Pipalda Sector-11",Education Infrastructure,AGY-SYNTH-0013,Kota Water Supply & Sanitation Board (Demo) Unit-3,In Progress,1599264.62,1556978.9,813665.51,766419.03,52.5,2024-01-21,2024-02-13,2024-03-04,2024-03-27,2025-01-02,,25.23863,75.911968,False,,,,True
MPLAD-WRK-000059,Maharashtra,Thane,Thane Parliamentary Constituency,MP-LOK-DEMO-005,Lok Sabha (Demo),Construction of High-Level RCC Box Culvert and Causeway across Stream near Murbad Sector-3,"Roads, Pathways & Bridges",AGY-SYNTH-0240,Thane Water Supply & Sanitation Board (Demo) Unit-5,Completed,1368410.65,1342772.24,1342772.24,1331509.61,100.0,2023-09-26,2023-10-24,2023-11-18,2023-11-30,2024-09-09,2024-09-02,19.209033,72.966048,False,,,,True
MPLAD-WRK-000060,Madhya Pradesh,Gwalior,Gwalior Parliamentary Constituency,MP-LOK-DEMO-039,Lok Sabha (Demo),Construction of Indoor Gymnasium and Physical Training Centre at Gwalior City Sector-7,Sports & Youth Development,AGY-SYNTH-0152,Gwalior Rural Development Agency (Demo) Unit-2,In Progress,681342.92,654768.68,501222.87,443323.82,70.6,2022-10-25,2022-11-30,2022-12-23,2023-01-08,2023-07-29,,26.178932,78.115245,False,,,,True
MPLAD-WRK-000061,Uttar Pradesh,Varanasi,Varanasi Parliamentary Constituency,MP-LOK-DEMO-017,Lok Sabha (Demo),Installation of Rooftop Solar Energy System for Govt Educational Complex at Sewapuri Sector-7,Education Infrastructure,AGY-SYNTH-0146,Varanasi Rural Development Agency (Demo) Unit-1,Completed,1074796.16,1040865.62,1040865.62,1012315.95,100.0,2024-11-08,2024-12-09,2025-01-02,2025-01-20,2025-09-29,2025-09-21,25.388206,82.987359,False,,,,True
MPLAD-WRK-000062,Telangana,Warangal,Warangal Parliamentary Constituency,MP-LOK-DEMO-044,Lok Sabha (Demo),Setting up of 25 kW Decentralized Solar Mini-Grid for Village Electrification at Warangal West Sector-14,Renewable & Solar Energy,AGY-SYNTH-0185,Warangal Public Works Dept (Demo) Unit-5,In Progress,1143971.72,1159708.55,971781.52,941880.82,81.0,2022-08-16,2022-09-05,2022-10-09,2022-11-05,2023-02-23,,17.910778,79.541546,False,,,,True
MPLAD-WRK-000063,Bihar,Patna,Patna Sahib Parliamentary Constituency,MP-LOK-DEMO-040,Lok Sabha (Demo),Installation of High-Mast Solar Street Lighting System across Public Squares in Masaurhi Sector-15,Renewable & Solar Energy,AGY-SYNTH-0126,Patna Irrigation & Flood Management Dept (Demo) Unit-1,Completed,1301550.31,1260943.12,1260943.12,1255580.38,100.0,2024-05-02,2024-05-18,2024-06-18,2024-07-07,2024-10-14,2024-11-25,25.539258,85.208733,False,,,,True
MPLAD-WRK-000064,Karnataka,Dharwad,Dharwad Parliamentary Constituency,MP-LOK-DEMO-013,Lok Sabha (Demo),Construction of Over-Head Water Storage Tank and Distribution Pipeline in Hubballi Urban Sector-8,Drinking Water,AGY-SYNTH-0110,Dharwad Irrigation & Flood Management Dept (Demo) Unit-5,Completed,584263.88,566255.95,566255.95,553378.24,100.0,2024-11-06,2024-12-23,2025-01-27,2025-02-26,2025-09-22,2025-09-05,15.410538,75.063372,False,,,,True
MPLAD-WRK-000065,Uttar Pradesh,Kanpur Nagar,Kanpur Parliamentary Constituency,MP-RAJ-DEMO-018,Rajya Sabha (Demo),Deployment of Solar Powered LED Street Lights along Main Road connecting Govind Nagar Sector-8 to Govind Nagar Village-7,Renewable & Solar Energy,AGY-SYNTH-0177,Kanpur Nagar Zilla Parishad Engineering Division (Demo) Unit-2,In Progress,671154.57,666894.37,409320.68,353675.0,61.9,2022-10-27,2022-11-11,2022-12-23,2023-01-13,2023-05-24,,26.523154,80.352989,False,,,,True
MPLAD-WRK-000066,Rajasthan,Ajmer,Ajmer Parliamentary Constituency,MP-LOK-DEMO-025,Lok Sabha (Demo),Installation of Community Water Purification and Dispensing Unit at Beawar Sector-10,Drinking Water,AGY-SYNTH-0252,Ajmer State Sports Infrastructure Authority (Demo) Unit-2,Work Order Issued,838224.84,838171.07,125725.66,62862.83,0.0,2024-11-30,2025-01-26,2025-02-27,2025-03-25,2025-07-31,,26.506374,74.59207,False,,,,True
MPLAD-WRK-000067,Odisha,Khordha,Bhubaneswar Parliamentary Constituency,MP-LOK-DEMO-049,Lok Sabha (Demo),Procurement of Diagnostic Imaging & Ultrasound Unit for Sub-District Hospital at Jatni Sector-11,Health & Sanitation,AGY-SYNTH-0210,Khordha Public Works Dept (Demo) Unit-5,In Progress,1397041.34,1368308.5,273661.7,255181.76,24.1,2024-02-08,2024-03-17,2024-04-12,2024-05-10,2024-11-13,,20.354514,85.824572,False,,,,True
MPLAD-WRK-000068,Rajasthan,Jaipur,Jaipur Parliamentary Constituency,MP-LOK-DEMO-021,Lok Sabha (Demo),Installation of RO Clean Drinking Water Plant at Chaksu Sector-5,Drinking Water,AGY-SYNTH-0109,Jaipur Irrigation & Flood Management Dept (Demo) Unit-4,Completed,1228203.7,1216338.67,1216338.67,1194568.4,100.0,2023-02-19,2023-04-06,2023-04-21,2023-05-05,2023-10-20,2023-11-23,26.8381,75.792367,False,,,,True
MPLAD-WRK-000069,Odisha,Khordha,Bhubaneswar Parliamentary Constituency,MP-LOK-DEMO-049,Lok Sabha (Demo),Widening and Bituminous Black-Topping of Rural Link Road connecting Khordha Town Sector-1 and Bhubaneswar North Village-8,"Roads, Pathways & Bridges",AGY-SYNTH-0137,Khordha Irrigation & Flood Management Dept (Demo) Unit-2,In Progress,2557837.11,2520299.18,1984660.54,1840197.35,74.4,2022-12-09,2023-01-16,2023-01-28,2023-02-19,2024-02-06,,20.319135,85.752461,False,,,,True
MPLAD-WRK-000070,Telangana,Hyderabad,Hyderabad Parliamentary Constituency,MP-LOK-DEMO-043,Lok Sabha (Demo),Installation of Rooftop Solar Energy System for Govt Educational Complex at Malakpet Sector-5,Education Infrastructure,AGY-SYNTH-0079,Hyderabad Rural Development Agency (Demo) Unit-4,In Progress,1644426.19,1610415.84,924942.77,879745.13,53.3,2022-11-01,2022-12-18,2023-01-04,2023-01-23,2023-08-05,,17.415516,78.456003,False,,,,True
MPLAD-WRK-000071,Uttar Pradesh,Varanasi,Varanasi Parliamentary Constituency,MP-LOK-DEMO-017,Lok Sabha (Demo),Paving of Paver-Block Pedestrian Pathway and Street Lighting along Varanasi South Sector-5,"Roads, Pathways & Bridges",AGY-SYNTH-0033,Varanasi Municipal Engineering Cell (Demo) Unit-3,Completed,3562651.75,3597057.73,3597057.73,3490189.76,100.0,2024-04-07,2024-06-04,2024-07-04,2024-07-27,2025-06-26,2025-06-11,25.291899,83.033079,False,,,,True
MPLAD-WRK-000072,West Bengal,North 24 Parganas,Barasat Parliamentary Constituency,MP-LOK-DEMO-031,Lok Sabha (Demo),Construction of Multi-Sport Outdoor Gymnasium and Fitness Arena at Bidhannagar Sector-7,Sports & Youth Development,AGY-SYNTH-0150,North 24 Parganas Rural Development Agency (Demo) Unit-5,Completed,601413.91,607656.77,607656.77,590581.66,100.0,2022-12-24,2023-02-07,2023-03-20,2023-04-02,2023-12-21,2023-12-06,22.750285,88.494089,False,,,,True
MPLAD-WRK-000073,West Bengal,Purba Medinipur,Tamluk Parliamentary Constituency,MP-LOK-DEMO-033,Lok Sabha (Demo),Construction of Youth Skill Development & Vocational Training Centre at Haldia Sector-2,Sports & Youth Development,AGY-SYNTH-0212,Purba Medinipur Public Works Dept (Demo) Unit-2,Completed,1173099.29,1156071.82,1156071.82,1136930.69,100.0,2024-05-15,2024-06-24,2024-07-19,2024-07-31,2025-02-24,2025-04-18,21.909009,87.850801,False,,,,True
MPLAD-WRK-000074,Rajasthan,Kota,Kota Parliamentary Constituency,MP-RAJ-DEMO-024,Rajya Sabha (Demo),Construction of Additional Smart Classrooms for Govt Higher Secondary School at Kota South Sector-8,Education Infrastructure,AGY-SYNTH-0089,Kota Public Works Dept (Demo) Unit-4,In Progress,2060326.9,1972736.85,1596966.36,1379794.18,75.2,2023-05-07,2023-06-03,2023-06-20,2023-07-12,2024-02-04,,25.277794,75.91542,False,,,,True
MPLAD-WRK-000075,Rajasthan,Ajmer,Ajmer Parliamentary Constituency,MP-LOK-DEMO-025,Lok Sabha (Demo),Rehabilitation of Traditional Irrigation Tank and Sluice Gate System at Pushkar Sector-7,Irrigation & Flood Control,AGY-SYNTH-0136,Ajmer State Sports Infrastructure Authority (Demo) Unit-1,In Progress,1516919.54,1544124.61,1113062.11,1047607.67,72.6,2024-10-14,2024-11-06,2024-11-24,2024-12-17,2025-09-30,,26.405033,74.658525,False,,,,True
MPLAD-WRK-000076,Maharashtra,Pune,Pune Parliamentary Constituency,MP-LOK-DEMO-001,Lok Sabha (Demo),Construction of Additional Smart Classrooms for Govt Higher Secondary School at Shirur Sector-3,Education Infrastructure,AGY-SYNTH-0007,Pune Municipal Engineering Cell (Demo) Unit-2,Completed,4716681.2,4546848.46,4546848.46,4438269.84,100.0,2023-02-24,2023-03-29,2023-04-24,2023-05-08,2024-02-19,2024-03-07,18.567504,73.797072,False,,,,True
MPLAD-WRK-000077,Karnataka,Dakshina Kannada,Dakshina Kannada Parliamentary Constituency,MP-LOK-DEMO-015,Lok Sabha (Demo),Rehabilitation of Traditional Irrigation Tank and Sluice Gate System at Sullia Sector-12,Irrigation & Flood Control,AGY-SYNTH-0247,Dakshina Kannada State Sports Infrastructure Authority (Demo) Unit-2,Completed,1718520.05,1686584.87,1686584.87,1650109.72,100.0,2022-08-31,2022-09-26,2022-10-17,2022-11-12,2023-06-25,2023-07-29,12.863239,74.907902,False,,,,True
MPLAD-WRK-000078,Uttar Pradesh,Agra,Agra Parliamentary Constituency,MP-LOK-DEMO-019,Lok Sabha (Demo),Construction of Bridge over Canal with Approach Roads at Etmadpur Sector-8,"Roads, Pathways & Bridges",AGY-SYNTH-0249,Agra Municipal Engineering Cell (Demo) Unit-4,Sanctioned,1867930.1,1775684.72,0.0,0.0,0.0,2024-03-09,2024-04-21,2024-05-16,2024-06-15,2025-04-29,,27.138274,77.939082,False,,,,True
MPLAD-WRK-000079,Rajasthan,Ajmer,Ajmer Parliamentary Constituency,MP-LOK-DEMO-025,Lok Sabha (Demo),Provision of Composite Science Laboratory and Library Facility at Kishangarh Sector-9,Education Infrastructure,AGY-SYNTH-0061,Ajmer Zilla Parishad Engineering Division (Demo) Unit-1,In Progress,3050320.27,2977866.2,1070101.63,922935.19,39.7,2024-09-29,2024-11-14,2024-11-26,2024-12-15,2025-10-05,,26.406517,74.659327,False,,,,True
MPLAD-WRK-000080,Rajasthan,Jodhpur,Jodhpur Parliamentary Constituency,MP-LOK-DEMO-022,Lok Sabha (Demo),Installation of RO Clean Drinking Water Plant at Jodhpur City Sector-1,Drinking Water,AGY-SYNTH-0237,Jodhpur Irrigation & Flood Management Dept (Demo) Unit-2,In Progress,321333.74,306851.53,133644.17,125295.26,48.3,2023-07-11,2023-08-11,2023-09-16,2023-10-08,2024-03-03,,26.277294,73.037141,False,,,,True
MPLAD-WRK-000081,Telangana,Hyderabad,Hyderabad Parliamentary Constituency,MP-LOK-DEMO-043,Lok Sabha (Demo),Laying of Potable Water Supply Pipeline Network connecting Secunderabad Sector-9 to Secunderabad Village-5,Drinking Water,AGY-SYNTH-0142,Hyderabad Public Works Dept (Demo) Unit-2,Work Order Issued,644366.51,625453.38,0.0,0.0,0.0,2023-01-21,2023-02-24,2023-03-29,2023-04-08,2023-09-15,,17.316266,78.497608,False,,,,True
MPLAD-WRK-000082,Uttar Pradesh,Prayagraj,Allahabad Parliamentary Constituency,MP-LOK-DEMO-020,Lok Sabha (Demo),Reconstruction of Damaged All-Weather Village Connectivity Road at Bara Sector-15,"Roads, Pathways & Bridges",AGY-SYNTH-0097,Prayagraj Water Supply & Sanitation Board (Demo) Unit-2,Work Order Issued,1081236.36,1058406.94,0.0,0.0,0.0,2023-01-17,2023-02-11,2023-03-04,2023-03-21,2024-02-02,,25.388004,81.891249,False,,,,True
MPLAD-WRK-000083,West Bengal,Kolkata,Kolkata North Parliamentary Constituency,MP-RAJ-DEMO-030,Rajya Sabha (Demo),"Construction of Boundary Wall, Gates and Modern Toilets in Govt Primary School at Bhowanipore Sector-2",Education Infrastructure,AGY-SYNTH-0032,Kolkata Public Works Dept (Demo) Unit-2,In Progress,1385428.68,1348243.17,1133424.74,1029811.56,84.3,2022-12-19,2023-02-14,2023-03-11,2023-03-24,2023-10-26,,22.582433,88.343574,False,,,,True
MPLAD-WRK-000084,Karnataka,Mysuru,Mysore Parliamentary Constituency,MP-RAJ-DEMO-012,Rajya Sabha (Demo),"Construction of Boundary Wall, Gates and Modern Toilets in Govt Primary School at Nanjangud Sector-15",Education Infrastructure,AGY-SYNTH-0192,Mysuru Rural Development Agency (Demo) Unit-2,Completed,897173.47,898382.97,898382.97,887033.72,100.0,2022-09-04,2022-09-23,2022-10-04,2022-10-30,2023-07-17,2023-09-09,12.303539,76.64592,False,,,,True
MPLAD-WRK-000085,Tamil Nadu,Salem,Salem Parliamentary Constituency,MP-LOK-DEMO-010,Lok Sabha (Demo),Laying of Synthetic Volleyball and Badminton Courts at Youth Centre in Salem North Sector-4,Sports & Youth Development,AGY-SYNTH-0008,Salem Water Supply & Sanitation Board (Demo) Unit-3,Completed,1359165.3,1354817.32,1354817.32,1318368.33,100.0,2024-04-09,2024-05-18,2024-06-27,2024-07-21,2025-04-09,2025-04-30,11.676095,78.156524,False,,,,True
MPLAD-WRK-000086,Assam,Dibrugarh,Dibrugarh Parliamentary Constituency,MP-LOK-DEMO-046,Lok Sabha (Demo),Installation of Rooftop Solar Energy System for Govt Educational Complex at Dibrugarh West Sector-7,Education Infrastructure,AGY-SYNTH-0047,Dibrugarh Public Works Dept (Demo) Unit-2,In Progress,2080732.41,2046829.3,926293.72,802749.36,46.6,2024-12-06,2025-01-20,2025-02-12,2025-03-12,2025-09-28,,27.492231,94.842879,False,,,,True
MPLAD-WRK-000087,Gujarat,Surat,Surat Parliamentary Constituency,MP-LOK-DEMO-027,Lok Sabha (Demo),Establishment of Solid Waste Management & Segregation Facility at Choryasi Sector-10,Health & Sanitation,AGY-SYNTH-0091,Surat Municipal Engineering Cell (Demo) Unit-1,Completed,1683137.37,1707651.65,1707651.65,1683200.37,100.0,2022-08-19,2022-09-17,2022-10-21,2022-11-12,2023-04-27,2023-05-02,21.186027,72.782713,False,,,,True
MPLAD-WRK-000088,Kerala,Ernakulam,Ernakulam Parliamentary Constituency,MP-LOK-DEMO-035,Lok Sabha (Demo),Installation of Solar-Powered Cold Storage Unit for Agri-Farmers at Aluva Sector-1,Renewable & Solar Energy,AGY-SYNTH-0003,Ernakulam Rural Development Agency (Demo) Unit-3,Completed,1450561.46,1436721.8,1436721.8,1411242.05,100.0,2022-11-28,2023-01-15,2023-01-25,2023-02-16,2023-07-09,2023-07-29,9.970511,76.312706,False,,,,True
MPLAD-WRK-000089,Tamil Nadu,Coimbatore,Coimbatore Parliamentary Constituency,MP-LOK-DEMO-007,Lok Sabha (Demo),Construction of Bridge over Canal with Approach Roads at Mettupalayam Sector-13,"Roads, Pathways & Bridges",AGY-SYNTH-0095,Coimbatore Irrigation & Flood Management Dept (Demo) Unit-5,In Progress,1985971.93,1909018.82,396052.3,355737.57,21.8,2022-04-11,2022-05-01,2022-05-20,2022-06-14,2023-06-07,,11.081403,76.940897,False,,,,True
MPLAD-WRK-000090,Maharashtra,Nashik,Nashik Parliamentary Constituency,MP-LOK-DEMO-003,Lok Sabha (Demo),"Desilting, Deepening and Concrete Lining of Agricultural Irrigation Canal from Malegaon Sector-1 to Dindori Village-3",Irrigation & Flood Control,AGY-SYNTH-0105,Nashik Irrigation & Flood Management Dept (Demo) Unit-5,Completed,924530.57,928762.24,928762.24,921432.23,100.0,2024-03-24,2024-05-20,2024-06-24,2024-07-16,2025-04-27,2025-04-08,20.004939,73.823721,False,,,,True
MPLAD-WRK-000091,Uttar Pradesh,Agra,Agra Parliamentary Constituency,MP-LOK-DEMO-019,Lok Sabha (Demo),Construction of Check Dam and Water Harvesting Percolation Structure across Nullah at Etmadpur Sector-5,Irrigation & Flood Control,AGY-SYNTH-0130,Agra Water Supply & Sanitation Board (Demo) Unit-5,In Progress,1204059.58,1191322.8,238264.56,204617.33,17.1,2023-08-12,2023-09-17,2023-10-26,2023-11-19,2024-10-08,,27.221724,77.994964,False,,,,True
MPLAD-WRK-000092,Telangana,Warangal,Warangal Parliamentary Constituency,MP-LOK-DEMO-044,Lok Sabha (Demo),Paving of Paver-Block Pedestrian Pathway and Street Lighting along Warangal West Sector-4,"Roads, Pathways & Bridges",AGY-SYNTH-0156,Warangal Rural Development Agency (Demo) Unit-1,Completed,832763.9,804487.01,804487.01,796662.86,100.0,2023-08-25,2023-10-18,2023-11-19,2023-12-03,2024-11-06,2024-10-27,18.008537,79.600321,False,,,,True
MPLAD-WRK-000093,Madhya Pradesh,Indore,Indore Parliamentary Constituency,MP-LOK-DEMO-038,Lok Sabha (Demo),"Construction of Boundary Wall, Gates and Modern Toilets in Govt Primary School at Depalpur Sector-10",Education Infrastructure,AGY-SYNTH-0226,Indore State Sports Infrastructure Authority (Demo) Unit-1,Completed,1457482.84,1482401.25,1482401.25,1454164.97,100.0,2024-03-03,2024-04-10,2024-05-01,2024-05-26,2025-01-15,2025-02-11,22.712209,75.868411,False,,,,True
MPLAD-WRK-000094,Gujarat,Rajkot,Rajkot Parliamentary Constituency,MP-LOK-DEMO-029,Lok Sabha (Demo),Construction of Flood Protection Embankment and Stone Pitching Wall along River near Jetpur Sector-6,Irrigation & Flood Control,AGY-SYNTH-0216,Rajkot State Sports Infrastructure Authority (Demo) Unit-1,In Progress,2568129.5,2501588.8,1702995.95,1664369.46,65.0,2024-07-22,2024-08-13,2024-09-14,2024-10-13,2025-06-05,,22.277664,70.803767,False,,,,True
MPLAD-WRK-000095,Uttar Pradesh,Kanpur Nagar,Kanpur Parliamentary Constituency,MP-RAJ-DEMO-018,Rajya Sabha (Demo),Installation of Solar-Powered Cold Storage Unit for Agri-Farmers at Bilhaur Sector-13,Renewable & Solar Energy,AGY-SYNTH-0204,Kanpur Nagar Public Works Dept (Demo) Unit-4,In Progress,491070.5,472268.52,334642.73,301719.21,72.7,2022-05-18,2022-06-10,2022-07-05,2022-07-23,2023-01-19,,26.515419,80.327878,False,,,,True
MPLAD-WRK-000096,Bihar,Gaya,Gaya Parliamentary Constituency,MP-LOK-DEMO-041,Lok Sabha (Demo),Provision of Advanced Mobile Medical Diagnostic Van and Equipment for Wazirganj Sector-14,Health & Sanitation,AGY-SYNTH-0001,Gaya Rural Development Agency (Demo) Unit-1,Completed,1124965.81,1120970.43,1120970.43,1091885.11,100.0,2024-01-27,2024-03-12,2024-04-20,2024-05-17,2025-02-10,2025-03-18,24.811057,85.020578,False,,,,True
MPLAD-WRK-000097,Andhra Pradesh,Visakhapatnam,Visakhapatnam Parliamentary Constituency,MP-LOK-DEMO-051,Lok Sabha (Demo),Installation of Community Water Purification and Dispensing Unit at Gajuwaka Sector-4,Drinking Water,AGY-SYNTH-0171,Visakhapatnam Public Works Dept (Demo) Unit-1,Completed,404463.18,405109.61,405109.61,399234.83,100.0,2024-06-07,2024-07-16,2024-08-09,2024-08-27,2024-12-05,2024-12-15,17.709069,83.223292,False,,,,True
MPLAD-WRK-000098,Gujarat,Surat,Surat Parliamentary Constituency,MP-LOK-DEMO-027,Lok Sabha (Demo),Construction of Modern Crematorium / Burial Ground Amenities with Shed at Bardoli Sector-8,Community Infrastructure & Halls,AGY-SYNTH-0091,Surat Municipal Engineering Cell (Demo) Unit-1,In Progress,2358811.02,2254116.65,843839.49,744697.07,29.0,2023-01-25,2023-02-12,2023-03-11,2023-04-02,2023-11-07,,21.113494,72.871322,False,,,,True
MPLAD-WRK-000099,Tamil Nadu,Madurai,Madurai Parliamentary Constituency,MP-LOK-DEMO-008,Lok Sabha (Demo),Construction of Modern Crematorium / Burial Ground Amenities with Shed at Melur Sector-4,Community Infrastructure & Halls,AGY-SYNTH-0080,Madurai Rural Development Agency (Demo) Unit-5,Completed,2769478.18,2715172.36,2715172.36,2634444.57,100.0,2022-05-01,2022-05-26,2022-06-22,2022-07-20,2023-03-02,2023-03-13,9.953461,78.068049,False,,,,True
MPLAD-WRK-000100,Kerala,Kozhikode,Kozhikode Parliamentary Constituency,MP-RAJ-DEMO-036,Rajya Sabha (Demo),Construction of Farmers Agro-Produce Storage and Community Shed at Thamarassery Sector-4,Community Infrastructure & Halls,AGY-SYNTH-0041,Kozhikode Municipal Engineering Cell (Demo) Unit-1,In Progress,1892627.9,1840879.03,1047299.61,963943.75,49.6,2024-11-15,2024-12-17,2025-01-31,2025-02-15,2025-09-21,,11.300188,75.781294,False,,,,True
MPLAD-WRK-000101,Tamil Nadu,Madurai,Madurai Parliamentary Constituency,MP-LOK-DEMO-008,Lok Sabha (Demo),Construction of Multi-Purpose Auditorium Hall at Govt Degree College in Madurai North Sector-1,Education Infrastructure,AGY-SYNTH-0027,Madurai Municipal Engineering Cell (Demo) Unit-2,In Progress,1749435.5,1674057.14,589189.61,547223.97,34.7,2024-06-04,2024-07-31,2024-09-10,2024-10-06,2025-06-22,,9.989732,78.076111,False,,,,True
