work_id,state,district,constituency,mp_reference,mp_house,work_title,category,agency_id,agency_name,status,estimate_amount,sanctioned_amount,cumulative_payments,expenditure,physical_progress_pct,recommendation_date,sanction_date,work_order_date,commencement_date,target_completion_date,actual_completion_date,latitude,longitude,latest_inspection_date,latest_inspection_rating,latest_inspector_designation,inspection_count,payment_count,progress_update_count,is_anomaly,anomaly_type,anomaly_description,duplicate_of_work_id,synthetic_demo_data
MPLAD-WRK-000049,Odisha,Khordha,Bhubaneswar Parliamentary Constituency,MP-LOK-DEMO-049,Lok Sabha (Demo),Widening and Bituminous Black-Topping of Rural Link Road connecting Khordha Town Sector-1 and Bhubaneswar North Village-8,"Roads, Pathways & Bridges",AGY-SYNTH-0137,Khordha Irrigation & Flood Management Dept (Demo) Unit-2,In Progress,2557837.11,2520299.18,1984660.54,1840197.35,74.4,2022-12-09,2023-01-16,2023-01-28,2023-02-19,2024-02-06,,20.319135,85.752461,2023-03-11,Good,Technical Auditor - State Quality Monitor (Demo),1,2,3,False,,,,True
MPLAD-WRK-000050,Telangana,Hyderabad,Hyderabad Parliamentary Constituency,MP-LOK-DEMO-043,Lok Sabha (Demo),Installation of Rooftop Solar Energy System for Govt Educational Complex at Malakpet Sector-5,Education Infrastructure,AGY-SYNTH-0079,Hyderabad Rural Development Agency (Demo) Unit-4,In Progress,1644426.19,1610415.84,924942.77,879745.13,53.3,2022-11-01,2022-12-18,2023-01-04,2023-01-23,2023-08-05,,17.415516,78.456003,2023-03-07,Excellent,District Planning Officer (Demo),1,3,5,False,,,,True
MPLAD-WRK-000051,Uttar Pradesh,Varanasi,Varanasi Parliamentary Constituency,MP-LOK-DEMO-017,Lok Sabha (Demo),Paving of Paver-Block Pedestrian Pathway and Street Lighting along Varanasi South Sector-5,"Roads, Pathways & Bridges",AGY-SYNTH-0033,Varanasi Municipal Engineering Cell (Demo) Unit-3,Completed,3562651.75,3597057.73,3597057.73,3490189.76,100.0,2024-04-07,2024-06-04,2024-07-04,2024-07-27,2025-06-26,2025-06-11,25.291899,83.033079,2024-08-19,Good,Sub-Divisional Officer (Demo),1,4,5,False,,,,True
MPLAD-WRK-000052,West Bengal,North 24 Parganas,Barasat Parliamentary Constituency,MP-LOK-DEMO-031,Lok Sabha (Demo),Construction of Multi-Sport Outdoor Gymnasium and Fitness Arena at Bidhannagar Sector-7,Sports & Youth Development,AGY-SYNTH-0150,North 24 Parganas Rural Development Agency (Demo) Unit-5,Completed,601413.91,607656.77,607656.77,590581.66,100.0,2022-12-24,2023-02-07,2023-03-20,2023-04-02,2023-12-21,2023-12-06,22.750285,88.494089,2023-04-22,Excellent,Executive Engineer - PWD (Demo),1,5,4,False,,,,True
MPLAD-WRK-000053,West Bengal,Purba Medinipur,Tamluk Parliamentary Constituency,MP-LOK-DEMO-033,Lok Sabha (Demo),Construction of Youth Skill Development & Vocational Training Centre at Haldia Sector-2,Sports & Youth Development,AGY-SYNTH-0212,Purba Medinipur Public Works Dept (Demo) Unit-2,Completed,1173099.29,1156071.82,1156071.82,1136930.69,100.0,2024-05-15,2024-06-24,2024-07-19,2024-07-31,2025-02-24,2025-04-18,21.909009,87.850801,2024-10-28,Excellent,Sub-Divisional Officer (Demo),2,6,7,False,,,,True
MPLAD-WRK-000054,Rajasthan,Kota,Kota Parliamentary Constituency,MP-RAJ-DEMO-024,Rajya Sabha (Demo),Construction of Additional Smart Classrooms for Govt Higher Secondary School at Kota South Sector-8,Education Infrastructure,AGY-SYNTH-0089,Kota Public Works Dept (Demo) Unit-4,In Progress,2060326.9,1972736.85,1596966.36,1379794.18,75.2,2023-05-07,2023-06-03,2023-06-20,2023-07-12,2024-02-04,,25.277794,75.91542,2023-08-24,Satisfactory,District Planning Officer (Demo),1,5,3,False,,,,True
MPLAD-WRK-000055,Rajasthan,Ajmer,Ajmer Parliamentary Constituency,MP-LOK-DEMO-025,Lok Sabha (Demo),Rehabilitation of Traditional Irrigation Tank and Sluice Gate System at Pushkar Sector-7,Irrigation & Flood Control,AGY-SYNTH-0136,Ajmer State Sports Infrastructure Authority (Demo) Unit-1,In Progress,1516919.54,1544124.61,1113062.11,1047607.67,72.6,2024-10-14,2024-11-06,2024-11-24,2024-12-17,2025-09-30,,26.405033,74.658525,2025-01-15,Good,Junior Engineer - Zilla Parishad (Demo),1,4,4,False,,,,True
MPLAD-WRK-000056,Maharashtra,Pune,Pune Parliamentary Constituency,MP-LOK-DEMO-001,Lok Sabha (Demo),Construction of Additional Smart Classrooms for Govt Higher Secondary School at Shirur Sector-3,Education Infrastructure,AGY-SYNTH-0007,Pune Municipal Engineering Cell (Demo) Unit-2,Completed,4716681.2,4546848.46,4546848.46,4438269.84,100.0,2023-02-24,2023-03-29,2023-04-24,2023-05-08,2024-02-19,2024-03-07,18.567504,73.797072,2023-06-16,Good,Junior Engineer - Zilla Parishad (Demo),1,3,6,False,,,,True
MPLAD-WRK-000057,Karnataka,Dakshina Kannada,Dakshina Kannada Parliamentary Constituency,MP-LOK-DEMO-015,Lok Sabha (Demo),Rehabilitation of Traditional Irrigation Tank and Sluice Gate System at Sullia Sector-12,Irrigation & Flood Control,AGY-SYNTH-0247,Dakshina Kannada State Sports Infrastructure Authority (Demo) Unit-2,Completed,1718520.05,1686584.87,1686584.87,1650109.72,100.0,2022-08-31,2022-09-26,2022-10-17,2022-11-12,2023-06-25,2023-07-29,12.863239,74.907902,2023-02-10,Good,Assistant Executive Engineer - Rural Works (Demo),2,5,5,False,,,,True
MPLAD-WRK-000058,Uttar Pradesh,Agra,Agra Parliamentary Constituency,MP-LOK-DEMO-019,Lok Sabha (Demo),Construction of Bridge over Canal with Approach Roads at Etmadpur Sector-8,"Roads, Pathways & Bridges",AGY-SYNTH-0249,Agra Municipal Engineering Cell (Demo) Unit-4,Sanctioned,1867930.1,1775684.72,0.0,0.0,0.0,2024-03-09,2024-04-21,2024-05-16,2024-06-15,2025-04-29,,27.138274,77.939082,,,,0,0,0,False,,,,True
MPLAD-WRK-000059,Rajasthan,Ajmer,Ajmer Parliamentary Constituency,MP-LOK-DEMO-025,Lok Sabha (Demo),Provision of Composite Science Laboratory and Library Facility at Kishangarh Sector-9,Education Infrastructure,AGY-SYNTH-0061,Ajmer Zilla Parishad Engineering Division (Demo) Unit-1,In Progress,3050320.27,2977866.2,1070101.63,922935.19,39.7,2024-09-29,2024-11-14,2024-11-26,2024-12-15,2025-10-05,,26.406517,74.659327,2025-01-04,Good,Independent Quality Assessor (Demo),1,2,3,False,,,,True
MPLAD-WRK-000060,Rajasthan,Jodhpur,Jodhpur Parliamentary Constituency,MP-LOK-DEMO-022,Lok Sabha (Demo),Installation of RO Clean Drinking Water Plant at Jodhpur City Sector-1,Drinking Water,AGY-SYNTH-0237,Jodhpur Irrigation & Flood Management Dept (Demo) Unit-2,In Progress,321333.74,306851.53,133644.17,125295.26,48.3,2023-07-11,2023-08-11,2023-09-16,2023-10-08,2024-03-03,,26.277294,73.037141,2023-11-09,Good,Junior Engineer - Zilla Parishad (Demo),1,2,3,False,,,,True
MPLAD-WRK-000061,Telangana,Hyderabad,Hyderabad Parliamentary Constituency,MP-LOK-DEMO-043,Lok Sabha (Demo),Laying of Potable Water Supply Pipeline Network connecting Secunderabad Sector-9 to Secunderabad Village-5,Drinking Water,AGY-SYNTH-0142,Hyderabad Public Works Dept (Demo) Unit-2,Work Order Issued,644366.51,625453.38,0.0,0.0,0.0,2023-01-21,2023-02-24,2023-03-29,2023-04-08,2023-09-15,,17.316266,78.497608,,,,0,0,1,False,,,,True
MPLAD-WRK-000062,Uttar Pradesh,Prayagraj,Allahabad Parliamentary Constituency,MP-LOK-DEMO-020,Lok Sabha (Demo),Reconstruction of Damaged All-Weather Village Connectivity Road at Bara Sector-15,"Roads, Pathways & Bridges",AGY-SYNTH-0097,Prayagraj Water Supply & Sanitation Board (Demo) Unit-2,Work Order Issued,1081236.36,1058406.94,0.0,0.0,0.0,2023-01-17,2023-02-11,2023-03-04,2023-03-21,2024-02-02,,25.388004,81.891249,,,,0,0,1,False,,,,True
MPLAD-WRK-000063,West Bengal,Kolkata,Kolkata North Parliamentary Constituency,MP-RAJ-DEMO-030,Rajya Sabha (Demo),"Construction of Boundary Wall, Gates and Modern Toilets in Govt Primary School at Bhowanipore Sector-2",Education Infrastructure,AGY-SYNTH-0032,Kolkata Public Works Dept (Demo) Unit-2,In Progress,1385428.68,1348243.17,1133424.74,1029811.56,84.3,2022-12-19,2023-02-14,2023-03-11,2023-03-24,2023-10-26,,22.582433,88.343574,2023-04-28,Excellent,District Planning Officer (Demo),1,4,4,False,,,,True
MPLAD-WRK-000064,Karnataka,Mysuru,Mysore Parliamentary Constituency,MP-RAJ-DEMO-012,Rajya Sabha (Demo),"Construction of Boundary Wall, Gates and Modern Toilets in Govt Primary School at Nanjangud Sector-15",Education Infrastructure,AGY-SYNTH-0192,Mysuru Rural Development Agency (Demo) Unit-2,Completed,897173.47,898382.97,898382.97,887033.72,100.0,2022-09-04,2022-09-23,2022-10-04,2022-10-30,2023-07-17,2023-09-09,12.303539,76.64592,2023-04-06,Excellent,Independent Quality Assessor (Demo),3,4,4,False,,,,True
MPLAD-WRK-000065,Tamil Nadu,Salem,Salem Parliamentary Constituency,MP-LOK-DEMO-010,Lok Sabha (Demo),Laying of Synthetic Volleyball and Badminton Courts at Youth Centre in Salem North Sector-4,Sports & Youth Development,AGY-SYNTH-0008,Salem Water Supply & Sanitation Board (Demo) Unit-3,Completed,1359165.3,1354817.32,1354817.32,1318368.33,100.0,2024-04-09,2024-05-18,2024-06-27,2024-07-21,2025-04-09,2025-04-30,11.676095,78.156524,2024-08-15,Good,Sub-Divisional Officer (Demo),1,5,6,False,,,,True
MPLAD-WRK-000066,Assam,Dibrugarh,Dibrugarh Parliamentary Constituency,MP-LOK-DEMO-046,Lok Sabha (Demo),Installation of Rooftop Solar Energy System for Govt Educational Complex at Dibrugarh West Sector-7,Education Infrastructure,AGY-SYNTH-0047,Dibrugarh Public Works Dept (Demo) Unit-2,In Progress,2080732.41,2046829.3,926293.72,802749.36,46.6,2024-12-06,2025-01-20,2025-02-12,2025-03-12,2025-09-28,,27.492231,94.842879,2025-04-06,Satisfactory,Junior Engineer - Zilla Parishad (Demo),1,3,4,False,,,,True
MPLAD-WRK-000067,Gujarat,Surat,Surat Parliamentary Constituency,MP-LOK-DEMO-027,Lok Sabha (Demo),Establishment of Solid Waste Management & Segregation Facility at Choryasi Sector-10,Health & Sanitation,AGY-SYNTH-0091,Surat Municipal Engineering Cell (Demo) Unit-1,Completed,1683137.37,1707651.65,1707651.65,1683200.37,100.0,2022-08-19,2022-09-17,2022-10-21,2022-11-12,2023-04-27,2023-05-02,21.186027,72.782713,2023-02-02,Good,Sub-Divisional Officer (Demo),2,6,5,False,,,,True
MPLAD-WRK-000068,Kerala,Ernakulam,Ernakulam Parliamentary Constituency,MP-LOK-DEMO-035,Lok Sabha (Demo),Installation of Solar-Powered Cold Storage Unit for Agri-Farmers at Aluva Sector-1,Renewable & Solar Energy,AGY-SYNTH-0003,Ernakulam Rural Development Agency (Demo) Unit-3,Completed,1450561.46,1436721.8,1436721.8,1411242.05,100.0,2022-11-28,2023-01-15,2023-01-25,2023-02-16,2023-07-09,2023-07-29,9.970511,76.312706,2023-07-31,Excellent,Executive Engineer - PWD (Demo),3,3,5,False,,,,True
MPLAD-WRK-000069,Tamil Nadu,Coimbatore,Coimbatore Parliamentary Constituency,MP-LOK-DEMO-007,Lok Sabha (Demo),Construction of Bridge over Canal with Approach Roads at Mettupalayam Sector-13,"Roads, Pathways & Bridges",AGY-SYNTH-0095,Coimbatore Irrigation & Flood Management Dept (Demo) Unit-5,In Progress,1985971.93,1909018.82,396052.3,355737.57,21.8,2022-04-11,2022-05-01,2022-05-20,2022-06-14,2023-06-07,,11.081403,76.940897,2022-07-23,Satisfactory,Independent Quality Assessor (Demo),1,2,6,False,,,,True
MPLAD-WRK-000070,Maharashtra,Nashik,Nashik Parliamentary Constituency,MP-LOK-DEMO-003,Lok Sabha (Demo),"Desilting, Deepening and Concrete Lining of Agricultural Irrigation Canal from Malegaon Sector-1 to Dindori Village-3",Irrigation & Flood Control,AGY-SYNTH-0105,Nashik Irrigation & Flood Management Dept (Demo) Unit-5,Completed,924530.57,928762.24,928762.24,921432.23,100.0,2024-03-24,2024-05-20,2024-06-24,2024-07-16,2025-04-27,2025-04-08,20.004939,73.823721,2024-08-22,Satisfactory,Sub-Divisional Officer (Demo),1,3,4,False,,,,True
MPLAD-WRK-000071,Uttar Pradesh,Agra,Agra Parliamentary Constituency,MP-LOK-DEMO-019,Lok Sabha (Demo),Construction of Check Dam and Water Harvesting Percolation Structure across Nullah at Etmadpur Sector-5,Irrigation & Flood Control,AGY-SYNTH-0130,Agra Water Supply & Sanitation Board (Demo) Unit-5,In Progress,1204059.58,1191322.8,238264.56,204617.33,17.1,2023-08-12,2023-09-17,2023-10-26,2023-11-19,2024-10-08,,27.221724,77.994964,2023-12-17,Satisfactory,Independent Quality Assessor (Demo),1,3,4,False,,,,True
MPLAD-WRK-000072,Telangana,Warangal,Warangal Parliamentary Constituency,MP-LOK-DEMO-044,Lok Sabha (Demo),Paving of Paver-Block Pedestrian Pathway and Street Lighting along Warangal West Sector-4,"Roads, Pathways & Bridges",AGY-SYNTH-0156,Warangal Rural Development Agency (Demo) Unit-1,Completed,832763.9,804487.01,804487.01,796662.86,100.0,2023-08-25,2023-10-18,2023-11-19,2023-12-03,2024-11-06,2024-10-27,18.008537,79.600321,2024-05-12,Satisfactory,Technical Auditor - State Quality Monitor (Demo),3,6,4,False,,,,True
MPLAD-WRK-000073,Madhya Pradesh,Indore,Indore Parliamentary Constituency,MP-LOK-DEMO-038,Lok Sabha (Demo),"Construction of Boundary Wall, Gates and Modern Toilets in Govt Primary School at Depalpur Sector-10",Education Infrastructure,AGY-SYNTH-0226,Indore State Sports Infrastructure Authority (Demo) Unit-1,Completed,1457482.84,1482401.25,1482401.25,1454164.97,100.0,2024-03-03,2024-04-10,2024-05-01,2024-05-26,2025-01-15,2025-02-11,22.712209,75.868411,2024-11-08,Excellent,District Planning Officer (Demo),3,6,6,False,,,,True
MPLAD-WRK-000074,Gujarat,Rajkot,Rajkot Parliamentary Constituency,MP-LOK-DEMO-029,Lok Sabha (Demo),Construction of Flood Protection Embankment and Stone Pitching Wall along River near Jetpur Sector-6,Irrigation & Flood Control,AGY-SYNTH-0216,Rajkot State Sports Infrastructure Authority (Demo) Unit-1,In Progress,2568129.5,2501588.8,1702995.95,1664369.46,65.0,2024-07-22,2024-08-13,2024-09-14,2024-10-13,2025-06-05,,22.277664,70.803767,2024-11-22,Good,Independent Quality Assessor (Demo),1,4,5,False,,,,True
MPLAD-WRK-000075,Uttar Pradesh,Kanpur Nagar,Kanpur Parliamentary Constituency,MP-RAJ-DEMO-018,Rajya Sabha (Demo),Installation of Solar-Powered Cold Storage Unit for Agri-Farmers at Bilhaur Sector-13,Renewable & Solar Energy,AGY-SYNTH-0204,Kanpur Nagar Public Works Dept (Demo) Unit-4,In Progress,491070.5,472268.52,334642.73,301719.21,72.7,2022-05-18,2022-06-10,2022-07-05,2022-07-23,2023-01-19,,26.515419,80.327878,2022-09-04,Good,Technical Auditor - State Quality Monitor (Demo),1,2,3,False,,,,True
MPLAD-WRK-000076,Bihar,Gaya,Gaya Parliamentary Constituency,MP-LOK-DEMO-041,Lok Sabha (Demo),Provision of Advanced Mobile Medical Diagnostic Van and Equipment for Wazirganj Sector-14,Health & Sanitation,AGY-SYNTH-0001,Gaya Rural Development Agency (Demo) Unit-1,Completed,1124965.81,1120970.43,1120970.43,1091885.11,100.0,2024-01-27,2024-03-12,2024-04-20,2024-05-17,2025-02-10,2025-03-18,24.811057,85.020578,2024-08-14,Excellent,Executive Engineer - PWD (Demo),2,4,7,False,,,,True
MPLAD-WRK-000077,Andhra Pradesh,Visakhapatnam,Visakhapatnam Parliamentary Constituency,MP-LOK-DEMO-051,Lok Sabha (Demo),Installation of Community Water Purification and Dispensing Unit at Gajuwaka Sector-4,Drinking Water,AGY-SYNTH-0171,Visakhapatnam Public Works Dept (Demo) Unit-1,Completed,404463.18,405109.61,405109.61,399234.83,100.0,2024-06-07,2024-07-16,2024-08-09,2024-08-27,2024-12-05,2024-12-15,17.709069,83.223292,2024-10-01,Satisfactory,Assistant Executive Engineer - Rural Works (Demo),1,5,6,False,,,,True
MPLAD-WRK-000078,Gujarat,Surat,Surat Parliamentary Constituency,MP-LOK-DEMO-027,Lok Sabha (Demo),Construction of Modern Crematorium / Burial Ground Amenities with Shed at Bardoli Sector-8,Community Infrastructure & Halls,AGY-SYNTH-0091,Surat Municipal Engineering Cell (Demo) Unit-1,In Progress,2358811.02,2254116.65,843839.49,744697.07,29.0,2023-01-25,2023-02-12,2023-03-11,2023-04-02,2023-11-07,,21.113494,72.871322,2023-05-15,Excellent,Sub-Divisional Officer (Demo),1,5,3,False,,,,True
MPLAD-WRK-000079,Tamil Nadu,Madurai,Madurai Parliamentary Constituency,MP-LOK-DEMO-008,Lok Sabha (Demo),Construction of Modern Crematorium / Burial Ground Amenities with Shed at Melur Sector-4,Community Infrastructure & Halls,AGY-SYNTH-0080,Madurai Rural Development Agency (Demo) Unit-5,Completed,2769478.18,2715172.36,2715172.36,2634444.57,100.0,2022-05-01,2022-05-26,2022-06-22,2022-07-20,2023-03-02,2023-03-13,9.953461,78.068049,2022-12-22,Excellent,Technical Auditor - State Quality Monitor (Demo),3,3,7,False,,,,True
MPLAD-WRK-000080,Kerala,Kozhikode,Kozhikode Parliamentary Constituency,MP-RAJ-DEMO-036,Rajya Sabha (Demo),Construction of Farmers Agro-Produce Storage and Community Shed at Thamarassery Sector-4,Community Infrastructure & Halls,AGY-SYNTH-0041,Kozhikode Municipal Engineering Cell (Demo) Unit-1,In Progress,1892627.9,1840879.03,1047299.61,963943.75,49.6,2024-11-15,2024-12-17,2025-01-31,2025-02-15,2025-09-21,,11.300188,75.781294,2025-03-20,Excellent,Assistant Executive Engineer - Rural Works (Demo),1,5,3,False,,,,True
MPLAD-WRK-000081,Tamil Nadu,Madurai,Madurai Parliamentary Constituency,MP-LOK-DEMO-008,Lok Sabha (Demo),Construction of Multi-Purpose Auditorium Hall at Govt Degree College in Madurai North Sector-1,Education Infrastructure,AGY-SYNTH-0027,Madurai Municipal Engineering Cell (Demo) Unit-2,In Progress,1749435.5,1674057.14,589189.61,547223.97,34.7,2024-06-04,2024-07-31,2024-09-10,2024-10-06,2025-06-22,,9.989732,78.076111,2024-11-21,Excellent,Assistant Executive Engineer - Rural Works (Demo),1,2,3,False,,,,True
MPLAD-WRK-000082,Kerala,Thiruvananthapuram,Thiruvananthapuram Parliamentary Constituency,MP-LOK-DEMO-034,Lok Sabha (Demo),Rejuvenation of Traditional Drinking Water Stepwell and Filter Beds at Thiruvananthapuram City Sector-14,Drinking Water,AGY-SYNTH-0125,Thiruvananthapuram State Renewable Energy Development Corp (Demo) Unit-5,Completed,820544.46,834691.53,834691.53,826099.46,100.0,2022-10-16,2022-11-06,2022-11-30,2022-12-27,2023-05-15,2023-07-01,8.561016,76.976543,2023-06-02,Excellent,Assistant Executive Engineer - Rural Works (Demo),3,4,7,False,,,,True
MPLAD-WRK-000083,Rajasthan,Kota,Kota Parliamentary Constituency,MP-RAJ-DEMO-024,Rajya Sabha (Demo),Construction of Youth Skill Development & Vocational Training Centre at Sangod Sector-1,Sports & Youth Development,AGY-SYNTH-0076,Kota Zilla Parishad Engineering Division (Demo) Unit-1,Work Order Issued,894522.42,912000.35,0.0,0.0,0.0,2023-12-10,2023-12-25,2024-01-23,2024-02-09,2024-08-04,,25.262091,75.893258,,,,0,0,1,False,,,,True
MPLAD-WRK-000084,Madhya Pradesh,Bhopal,Bhopal Parliamentary Constituency,MP-LOK-DEMO-037,Lok Sabha (Demo),Construction of Modern Primary Health Sub-Centre (PHC) Building at Bhopal City Sector-8,Health & Sanitation,AGY-SYNTH-0050,Bhopal State Sports Infrastructure Authority (Demo) Unit-5,In Progress,882280.45,854532.0,487609.28,419361.63,58.8,2023-08-25,2023-09-23,2023-10-19,2023-11-07,2024-04-16,,23.210835,77.461456,2023-12-21,Excellent,Technical Auditor - State Quality Monitor (Demo),1,4,6,False,,,,True
MPLAD-WRK-000085,Maharashtra,Aurangabad,Aurangabad Parliamentary Constituency,MP-LOK-DEMO-004,Lok Sabha (Demo),Construction of Farmers Agro-Produce Storage and Community Shed at Aurangabad East Sector-6,Community Infrastructure & Halls,AGY-SYNTH-0064,Aurangabad Public Works Dept (Demo) Unit-4,Completed,1447720.21,1390859.3,1390859.3,1355309.45,100.0,2024-06-13,2024-07-26,2024-09-06,2024-09-18,2025-05-14,2025-06-13,19.872578,75.380097,2024-12-10,Excellent,Technical Auditor - State Quality Monitor (Demo),2,5,4,False,,,,True
MPLAD-WRK-000086,Gujarat,Vadodara,Vadodara Parliamentary Constituency,MP-LOK-DEMO-028,Lok Sabha (Demo),Construction of Flood Protection Embankment and Stone Pitching Wall along River near Padra Sector-6,Irrigation & Flood Control,AGY-SYNTH-0028,Vadodara Rural Development Agency (Demo) Unit-3,Completed,3334663.74,3347594.53,3347594.53,3267220.65,100.0,2023-03-13,2023-04-19,2023-05-27,2023-06-25,2024-02-08,2024-02-17,22.34586,73.234115,2023-11-28,Satisfactory,Assistant Executive Engineer - Rural Works (Demo),3,5,5,False,,,,True
MPLAD-WRK-000087,Karnataka,Bengaluru Urban,Bengaluru South Parliamentary Constituency,MP-LOK-DEMO-011,Lok Sabha (Demo),Provision of Deep Borewell with Solar Submersible Pump in Bengaluru South Sector-13,Drinking Water,AGY-SYNTH-0059,Bengaluru Urban Irrigation & Flood Management Dept (Demo) Unit-4,In Progress,173531.66,165664.05,138930.12,138622.71,7.1,2023-10-08,2023-12-04,2024-01-06,2024-01-19,2024-04-20,2024-05-19,13.032181,77.592299,2024-06-14,Satisfactory,Assistant Executive Engineer - Rural Works (Demo),3,6,4,True,PAYMENT_PROGRESS_MISMATCH,"Severe financial-physical divergence: 83.9% of sanctioned funds (Rs. 138,930.12) disbursed while physical progress is only 7.1%.",,True
MPLAD-WRK-000088,Gujarat,Ahmedabad,Ahmedabad East Parliamentary Constituency,MP-LOK-DEMO-026,Lok Sabha (Demo),Construction of Modern Primary Health Sub-Centre (PHC) Building at Bavla Sector-7,Health & Sanitation,AGY-SYNTH-0121,Ahmedabad Water Supply & Sanitation Board (Demo) Unit-1,Completed,1520655.62,1537518.33,1537518.33,1533354.83,100.0,2023-07-10,2023-08-20,2023-09-14,2023-10-12,2024-03-29,2024-04-17,23.028835,72.527414,2024-03-05,Satisfactory,Junior Engineer - Zilla Parishad (Demo),3,5,7,False,,,,True
